ID,AR_G,AR_I,AR_J0378,AR_J0395,AR_J0410,AR_J0430,AR_J0515,AR_J0660,AR_J0861,AR_R,AR_U,AR_Z,CHI2NU,Field_ID,MAG_G,MAG_I,MAG_J0378,MAG_J0395,MAG_J0410,MAG_J0430,MAG_J0515,MAG_J0660,MAG_J0861,MAG_R,MAG_U,MAG_Z,PA_G,PA_I,PA_J0378,PA_J0395,PA_J0410,PA_J0430,PA_J0515,PA_J0660,PA_J0861,PA_R,PA_U,PA_Z,RE_G,RE_I,RE_J0378,RE_J0395,RE_J0410,RE_J0430,RE_J0515,RE_J0660,RE_J0861,RE_R,RE_U,RE_Z,XC_G,XC_I,XC_J0378,XC_J0395,XC_J0410,XC_J0430,XC_J0515,XC_J0660,XC_J0861,XC_R,XC_U,XC_Z,YC_G,YC_I,YC_J0378,YC_J0395,YC_J0410,YC_J0430,YC_J0515,YC_J0660,YC_J0861,YC_R,YC_U,YC_Z,dec,e_AR_G,e_AR_I,e_AR_J0378,e_AR_J0395,e_AR_J0410,e_AR_J0430,e_AR_J0515,e_AR_J0660,e_AR_J0861,e_AR_R,e_AR_U,e_AR_Z,e_MAG_G,e_MAG_I,e_MAG_J0378,e_MAG_J0395,e_MAG_J0410,e_MAG_J0430,e_MAG_J0515,e_MAG_J0660,e_MAG_J0861,e_MAG_R,e_MAG_U,e_MAG_Z,e_PA_G,e_PA_I,e_PA_J0378,e_PA_J0395,e_PA_J0410,e_PA_J0430,e_PA_J0515,e_PA_J0660,e_PA_J0861,e_PA_R,e_PA_U,e_PA_Z,e_RE_G,e_RE_I,e_RE_J0378,e_RE_J0395,e_RE_J0410,e_RE_J0430,e_RE_J0515,e_RE_J0660,e_RE_J0861,e_RE_R,e_RE_U,e_RE_Z,e_XC_G,e_XC_I,e_XC_J0378,e_XC_J0395,e_XC_J0410,e_XC_J0430,e_XC_J0515,e_XC_J0660,e_XC_J0861,e_XC_R,e_XC_U,e_XC_Z,e_YC_G,e_YC_I,e_YC_J0378,e_YC_J0395,e_YC_J0410,e_YC_J0430,e_YC_J0515,e_YC_J0660,e_YC_J0861,e_YC_R,e_YC_U,e_YC_Z,e_n_G,e_n_I,e_n_J0378,e_n_J0395,e_n_J0410,e_n_J0430,e_n_J0515,e_n_J0660,e_n_J0861,e_n_R,e_n_U,e_n_Z,ellipticity_det,elongation_det,err_mag_auto_g,err_mag_auto_i,err_mag_auto_j0378,err_mag_auto_j0395,err_mag_auto_j0410,err_mag_auto_j0430,err_mag_auto_j0515,err_mag_auto_j0660,err_mag_auto_j0861,err_mag_auto_r,err_mag_auto_u,err_mag_auto_z,field,flux_radius_as_50_det,flux_radius_as_90_det,input_DEC,input_RA,mag_auto_g,mag_auto_i,mag_auto_j0378,mag_auto_j0395,mag_auto_j0410,mag_auto_j0430,mag_auto_j0515,mag_auto_j0660,mag_auto_j0861,mag_auto_r,mag_auto_u,mag_auto_z,n_G,n_I,n_J0378,n_J0395,n_J0410,n_J0430,n_J0515,n_J0660,n_J0861,n_R,n_U,n_Z,ra,redshift,sep_arcsec,theta_det,x_pixel_det,y_pixel_det,label
DR4_3_STRIPE82-0161_0030946,0.43,0.4402,0.4267,0.4272,0.4278,0.4285,0.4314,0.4365,0.4434,0.4353,0.4258,0.4442,1.129,5775_9625_STRIPE82-0161,16.6867,15.6896,17.6552,17.4903,17.2657,17.0327,16.4434,15.9021,15.56,16.0262,18.2814,15.4936,-76.6334,-77.014,-76.5063,-76.5283,-76.5483,-76.5739,-76.6828,-76.8746,-77.1333,-76.8285,-76.476,-77.1618,11.3378,11.0664,11.4284,11.4127,11.3984,11.3802,11.3025,11.1658,10.9814,11.1986,11.4500,10.9610,100.7847,100.7847,100.7847,100.7847,100.7847,100.7847,100.7847,100.7847,100.7847,100.7847,100.7847,100.7847,101.3106,101.3106,101.3106,101.3106,101.3106,101.3106,101.3106,101.3106,101.3106,101.3106,101.3106,101.3106,-0.0307169441376246,0.0024,0.0019,0.0034,0.0032,0.0031,0.0028,0.002,0.0012,0.0029,0.0012,0.0037,0.0031,0.0105,0.0091,0.0403,0.0490,0.0340,0.0286,0.0151,0.0067,0.0151,0.0066,0.0435,0.0148,0.3163,0.2563,0.452,0.4277,0.4059,0.3782,0.2683,0.1728,0.3751,0.1742,0.4858,0.4058,0.1145,0.0915,0.1635,0.1547,0.1468,0.1368,0.0971,0.0618,0.1343,0.0626,0.1757,0.1453,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0151,0.0120,0.0215,0.0203,0.0193,0.0180,0.0128,0.0082,0.0175,0.0083,0.0231,0.0190,0.47091448,1.8900536,0.013222642,0.01265971,0.064804204,0.080639996,0.07259688,0.052596636,0.027108792,0.010203464,0.023805875,0.00968966,0.089481525,0.021431142,STRIPE82-0161,8.550828,19.801497,-0.030760433,352.846920481,16.616913,15.619123,17.498652,17.258753,17.252304,16.889698,16.35539,15.887576,15.480567,16.00333,18.30812,15.449844,1.0866,1.1207,1.0752,1.0772,1.0790,1.0813,1.0910,1.1082,1.1313,1.1041,1.0725,1.1339,352.84684511131013,0.0169271,0.3132593666710846,-12.233942,5936.0693,9881.461,0
DR4_3_STRIPE82-0162_0024577,0.6669,0.7048,0.6543,0.6565,0.6584,0.661,0.6718,0.6909,0.7166,0.6863,0.6512,0.7195,18.993,1375_6325_STRIPE82-0162,16.7545,15.3717,18.0629,18.1809,17.5574,17.6538,16.3700,15.6512,15.1913,15.8098,18.2698,15.0537,71.865,71.1705,72.0969,72.0567,72.0203,71.9735,71.7747,71.4247,70.9528,71.5089,72.1522,70.9008,12.345,11.5571,12.608,12.5625,12.5212,12.4681,12.2426,11.8456,11.3102,11.941,12.6708,11.2512,501.4847,501.4847,501.4847,501.4847,501.4847,501.4847,501.4847,501.4847,501.4847,501.4847,501.4847,501.4847,398.3617,398.3617,398.3617,398.3617,398.3617,398.3617,398.3617,398.3617,398.3617,398.3617,398.3617,398.3617,0.8447209773184552,0.0097,0.005,0.0134,0.0128,0.0122,0.0114,0.0084,0.0043,0.0077,0.0049,0.0143,0.0085,0.0378,0.0199,0.0947,0.1336,0.0764,0.0771,0.0394,0.0197,0.0263,0.0211,0.0869,0.0269,1.4148,0.7939,1.9847,1.8842,1.7937,1.6781,1.2032,0.6009,1.2523,0.6842,2.1238,1.3744,0.7171,0.3958,1.0007,0.9507,0.9056,0.8481,0.6118,0.3096,0.6201,0.3529,1.0699,0.6804,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.0114,0.2092,0.1429,0.2941,0.2790,0.2654,0.2481,0.1785,0.1038,0.2131,0.1105,0.3150,0.2316,0.23341262,1.3044827,0.03070298,0.012880718,0.13673219,0.18860552,0.11447164,0.16245839,0.045855068,0.013494389,0.021329693,0.013781713,0.11527536,0.014137139,STRIPE82-0162,6.065461,17.804808,0.84473851,353.509137692,17.046318,15.732359,17.80154,17.758055,17.343887,17.839945,16.577345,16.005186,15.591249,16.207043,18.027088,15.466158,4.9770,6.6201,4.4286,4.5236,4.6097,4.7204,5.1906,6.0186,7.1350,5.8195,4.2978,7.2580,353.50908704372904,0.086075,0.1929306040248574,14.409817,1601.6356,6448.0654,0
DR4_3_STRIPE82-0162_0025757,0.6987,0.6704,0.7081,0.7065,0.705,0.7031,0.695,0.6808,0.6616,0.6842,0.7104,0.6594,21.993,1375_6875_STRIPE82-0162,17.6151,16.33,19.0606,19.0369,18.7003,18.4840,17.3128,16.6006,16.1591,16.7512,19.5609,16.0357,26.5454,24.0596,27.3751,27.2313,27.101,26.9336,26.2223,24.9696,23.2806,25.2708,27.573,23.0945,4.9007,4.8065,4.9321,4.9266,4.9217,4.9154,4.8884,4.841,4.777,4.8524,4.9396,4.7700,487.4775,487.4775,487.4775,487.4775,487.4775,487.4775,487.4775,487.4775,487.4775,487.4775,487.4775,487.4775,94.3915,94.3915,94.3915,94.3915,94.3915,94.3915,94.3915,94.3915,94.3915,94.3915,94.3915,94.3915,0.8823611607686811,0.0127,0.0063,0.0176,0.0167,0.016,0.015,0.0109,0.0054,0.0100,0.0063,0.0188,0.0110,0.0277,0.0176,0.1241,0.1607,0.1111,0.0887,0.0397,0.0163,0.0211,0.0156,0.1312,0.0171,1.812,0.8305,2.4518,2.3392,2.2377,2.108,1.5726,0.8176,1.2644,0.9531,2.6077,1.3919,0.109,0.0588,0.1529,0.1451,0.1382,0.1293,0.0926,0.0449,0.094,0.0519,0.1635,0.1034,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0194,0.0650,0.0393,0.0885,0.0844,0.0806,0.0758,0.0564,0.0332,0.0568,0.0363,0.0944,0.0617,0.19023019,1.2349188,0.033092856,0.01487123,0.24567,0.25070763,0.17412773,0.1695021,0.055866554,0.016009178,0.024582388,0.015200875,0.2685514,0.015839815,STRIPE82-0162,4.514199,10.633057,0.882324999,353.511285219,17.660316,16.409945,18.98747,18.608894,18.341337,18.426636,17.327293,16.714663,16.281563,16.83612,19.50133,16.120697,1.6307,2.1108,1.4704,1.4982,1.5233,1.5557,1.6931,1.9350,2.2612,1.8768,1.4322,2.2971,353.51125675493046,0.0861604,0.165665907665596,68.28937,1587.4653,6694.455,0
DR4_3_STRIPE82-0162_0025857,0.407,0.4067,0.4071,0.407,0.407,0.407,0.4069,0.4068,0.4066,0.4068,0.4071,0.4066,21.993,1375_6875_STRIPE82-0162,17.3457,16.1224,18.7703,18.3786,18.1432,17.9789,17.0514,16.4114,15.9671,16.5519,18.8433,15.9074,-74.8208,-73.2558,-75.3431,-75.2526,-75.1706,-75.0652,-74.6174,-73.8288,-72.7654,-74.0183,-75.4677,-72.6483,8.6196,7.1286,9.1173,9.031,8.9529,8.8524,8.4258,7.6744,6.6613,7.8551,9.2360,6.5497,398.5028,398.5028,398.5028,398.5028,398.5028,398.5028,398.5028,398.5028,398.5028,398.5028,398.5028,398.5028,131.089,131.089,131.089,131.089,131.089,131.089,131.089,131.089,131.089,131.089,131.089,131.089,0.8879786031985846,0.0061,0.0032,0.0086,0.0082,0.0078,0.0073,0.0052,0.0025,0.0052,0.0029,0.0092,0.0057,0.0263,0.0162,0.1204,0.1194,0.0896,0.0733,0.0378,0.0159,0.0196,0.0154,0.0936,0.0164,0.6139,0.3119,0.8444,0.8037,0.7671,0.7204,0.5281,0.2703,0.4838,0.3118,0.9006,0.5316,0.2016,0.0843,0.2696,0.2577,0.2469,0.2331,0.1761,0.0923,0.126,0.1084,0.2862,0.1391,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0528,0.0303,0.0724,0.0690,0.0658,0.0618,0.0455,0.0253,0.0451,0.0281,0.0773,0.0492,0.49928594,1.9971478,0.031477697,0.013858066,0.1963966,0.21249133,0.14613914,0.1105335,0.050279498,0.01566975,0.02188456,0.014718532,0.166319,0.01603055,STRIPE82-0162,5.4515862,13.367897,0.887911279,353.524857414,17.457655,16.186655,18.589542,18.26972,17.998701,17.810163,17.065823,16.54492,16.006487,16.654297,18.825912,15.989771,1.8635,2.1389,1.7716,1.7875,1.8019,1.8205,1.8993,2.0381,2.2252,2.0047,1.7496,2.2458,353.52487807570293,0.0842628,0.2535215790115013,-12.980479,1498.3125,6731.2407,0
DR4_3_STRIPE82-0162_0041857,0.4766,0.4774,0.4763,0.4763,0.4764,0.4764,0.4767,0.4771,0.4777,0.477,0.4762,0.4778,26.741,1375_7425_STRIPE82-0162,18.186,16.7407,19.4967,19.3353,19.3045,18.9792,17.8641,17.0736,16.5452,17.2235,20.1968,16.4003,-81.1176,-80.3757,-81.3652,-81.3223,-81.2834,-81.2334,-81.0211,-80.6473,-80.1432,-80.7372,-81.4243,-80.0877,2.7372,2.9398,2.6696,2.6813,2.6919,2.7055,2.7635,2.8656,3.0033,2.8411,2.6534,3.0185,498.839,498.839,498.839,498.839,498.839,498.839,498.839,498.839,498.839,498.839,498.839,498.839,118.8633,118.8633,118.8633,118.8633,118.8633,118.8633,118.8633,118.8633,118.8633,118.8633,118.8633,118.8633,0.970113885953842,0.0157,0.0074,0.0214,0.0204,0.0195,0.0184,0.0136,0.007,0.0115,0.0081,0.0228,0.0126,0.0366,0.0222,0.1299,0.1485,0.1222,0.0958,0.0482,0.0203,0.0256,0.0201,0.1665,0.022,1.5617,0.7366,2.1215,2.023,1.9341,1.8206,1.3526,0.7014,1.1267,0.8153,2.258,1.2395,0.0849,0.0483,0.1184,0.1124,0.1071,0.1003,0.0725,0.0376,0.0748,0.0424,0.1265,0.0819,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.2304,0.1393,0.3227,0.3064,0.2917,0.2729,0.1964,0.1047,0.2138,0.1159,0.3454,0.2337,0.33045876,1.4935601,0.039743546,0.016094716,0.68705493,0.38959903,0.1845003,0.19135651,0.07085033,0.016510993,0.024203992,0.016891463,0.24313235,0.016333591,STRIPE82-0162,2.890379,7.3340454,0.970081031,353.509572666,18.256289,16.871645,20.50524,19.491205,18.805098,18.956224,17.981636,17.127842,16.64786,17.331564,19.794447,16.538033,2.5639,3.4377,2.2723,2.3228,2.3686,2.4274,2.6775,3.1178,3.7115,3.0120,2.2027,3.7769,353.50952712483746,0.0848519,0.2021409128435777,-13.062751,1598.8595,7268.875,0
DR4_3_STRIPE82-0162_0028367,0.8689,0.9048,0.8569,0.859,0.8608,0.8633,0.8735,0.8916,0.9160,0.8873,0.854,0.9187,26.741,1375_7425_STRIPE82-0162,16.8927,15.5477,19.0613,18.2650,18.1158,17.8822,16.5430,15.8392,15.3737,15.9914,19.2291,15.2899,72.3795,77.9574,70.5177,70.8403,71.1326,71.5084,73.1045,75.9152,79.7053,75.2396,70.0736,80.1228,7.9612,7.0751,8.257,8.2058,8.1593,8.0996,7.8461,7.3995,6.7974,7.5069,8.3276,6.7311,450.385,450.385,450.385,450.385,450.385,450.385,450.385,450.385,450.385,450.385,450.385,450.385,167.5315,167.5315,167.5315,167.5315,167.5315,167.5315,167.5315,167.5315,167.5315,167.5315,167.5315,167.5315,0.9775598009149552,0.0149,0.0073,0.0204,0.0194,0.0186,0.0174,0.0128,0.0065,0.0113,0.0076,0.0218,0.0125,0.034,0.018,0.1758,0.1254,0.1020,0.0806,0.0393,0.0186,0.0229,0.0197,0.1473,0.0225,5.3605,3.3823,7.5031,7.1231,6.7814,6.3461,4.5775,2.5327,5.1149,2.7641,8.03,5.5769,0.4136,0.1789,0.5576,0.5323,0.5094,0.4803,0.3595,0.1849,0.2736,0.2175,0.5926,0.3020,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.0142,0.2052,0.1092,0.2815,0.2681,0.2559,0.2404,0.1770,0.0942,0.1657,0.1070,0.3002,0.1815,0.1439277,1.1681256,0.030213073,0.013166734,99.0,1.7732015,0.27425763,0.17680112,0.053404875,0.013879701,0.020096421,0.014073746,0.40332663,0.014191114,STRIPE82-0162,5.282676,16.188967,0.977516044,353.516971453,17.091007,15.808177,99.0,20.253798,18.358986,17.99456,16.807955,16.095337,15.589683,16.283493,19.467278,15.530573,4.6751,5.1862,4.5045,4.5341,4.5609,4.5953,4.7415,4.9991,5.3463,4.9372,4.4638,5.3846,353.51692655549897,0.0855441,0.2256791300325076,10.649349,1550.4342,7317.624,0
DR4_3_STRIPE82-0162_0002235,0.6894,0.6384,0.7064,0.7034,0.7007,0.6973,0.6827,0.657,0.6224,0.6632,0.7104,0.6186,1.188,6875_1375_STRIPE82-0162,16.4228,15.8823,16.596,16.5735,16.8093,16.6801,16.2456,15.9157,15.9773,15.9999,17.3306,15.9658,20.9552,15.7,22.7093,22.4053,22.13,21.7759,20.2722,17.624,14.0532,18.2606,23.1277,13.6598,32.8332,22.71,36.2122,35.6267,35.0962,34.4142,31.5174,26.4162,19.5376,27.6424,37.0182,18.7799,321.7686,321.7686,321.7686,321.7686,321.7686,321.7686,321.7686,321.7686,321.7686,321.7686,321.7686,321.7686,384.8104,384.8104,384.8104,384.8104,384.8104,384.8104,384.8104,384.8104,384.8104,384.8104,384.8104,384.8104,0.0864699998401568,0.0112,0.0063,0.0154,0.0146,0.014,0.0131,0.0096,0.0052,0.0095,0.0058,0.0164,0.0104,0.0435,0.0263,0.0818,0.1073,0.1169,0.0952,0.0592,0.028,0.0431,0.0294,0.1055,0.0422,2.0691,1.0882,2.8913,2.7466,2.6161,2.4494,1.7622,0.8548,1.7402,0.9922,3.0916,1.9151,1.372,0.513,1.8024,1.7269,1.6588,1.5717,1.2092,0.6523,0.7206,0.7672,1.9067,0.7964,0.0613,0.0613,0.0613,0.0613,0.0613,0.0613,0.0613,0.0613,0.0613,0.0613,0.0613,0.0613,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0894,0.0595,0.0294,0.0789,0.0754,0.0724,0.0684,0.0523,0.0302,0.0410,0.0342,0.0836,0.0446,0.34504062,1.5268122,0.05240224,0.03150763,0.14755726,0.24917173,0.8339105,0.18359855,0.09545039,0.032037906,0.06872057,0.028903916,0.32841593,0.04184906,STRIPE82-0162,16.904577,35.67347,0.086478518,352.696298567,16.935251,15.993424,17.266356,17.43442,18.827,17.284931,16.675833,16.250856,16.17074,16.332504,18.56701,15.94146,1.9620,1.4551,2.1312,2.1018,2.0753,2.0411,1.8961,1.6406,1.2962,1.7020,2.1715,1.2583,352.6962665729021,0.01818,0.1191909393823974,73.066444,6921.731,1484.5178,0
DR4_3_STRIPE82-0162_0003905,0.4952,0.4843,0.4989,0.4982,0.4977,0.4969,0.4938,0.4883,0.4809,0.4896,0.4997,0.4801,1.303,7425_1375_STRIPE82-0162,13.1516,11.8902,14.5711,14.6040,14.0393,13.7667,12.8720,12.1924,11.7068,12.3152,15.0939,11.6079,23.7422,23.3361,23.8777,23.8542,23.8329,23.8056,23.6894,23.4848,23.2089,23.534,23.91,23.1785,41.2703,41.9933,41.029,41.0708,41.1087,41.1574,41.3643,41.7286,42.2199,41.641,40.9715,42.2740,182.9213,182.9213,182.9213,182.9213,182.9213,182.9213,182.9213,182.9213,182.9213,182.9213,182.9213,182.9213,349.3368,349.3368,349.3368,349.3368,349.3368,349.3368,349.3368,349.3368,349.3368,349.3368,349.3368,349.3368,0.0811307855831348,0.0007,0.0003,0.0009,0.0009,0.0009,0.0008,0.0006,0.0003,0.0005,0.0003,0.001,0.0006,0.0045,0.0021,0.01,0.0127,0.0083,0.0069,0.0044,0.0022,0.0029,0.0025,0.0111,0.0031,0.0603,0.0278,0.0821,0.0783,0.0748,0.0704,0.0521,0.0264,0.0432,0.0309,0.0874,0.0476,0.2889,0.1453,0.3998,0.3803,0.3627,0.3402,0.2475,0.1224,0.2301,0.1425,0.4269,0.2533,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0173,0.0090,0.0240,0.0228,0.0218,0.0204,0.0148,0.0074,0.0142,0.0085,0.0256,0.0156,0.59548616,2.472103,0.0027342981,0.0013717654,0.0177956,0.025728157,0.0151270395,0.01078817,0.004807409,0.0014360588,0.0020225209,0.0013403865,0.020651862,0.0013860656,STRIPE82-0162,13.717831,43.57809,0.081052365,352.633473105,13.6158695,12.380304,14.915254,14.9172125,14.414497,14.141348,13.3278475,12.678293,12.191031,12.8008375,15.51001,12.091394,5.4503,5.9060,5.2982,5.3245,5.3484,5.3791,5.5095,5.7392,6.0489,5.6840,5.2619,6.0830,352.6334395975409,0.0172131,0.3070049822036722,69.51359,7332.995,1449.5685,0
DR4_3_STRIPE82-0162_0005262,0.9581,0.9446,0.9626,0.9619,0.9611,0.9602,0.9564,0.9496,0.9404,0.9512,0.9637,0.9394,1.147,7425_1925_STRIPE82-0162,14.8321,13.8796,15.5887,15.4863,15.2847,15.0615,14.6127,14.0628,13.7828,14.2086,16.1212,13.6871,-14.2432,-15.5664,-13.8015,-13.878,-13.9474,-14.0365,-14.4152,-15.082,-15.9811,-14.9217,-13.6961,-16.0802,36.2717,37.1107,35.9917,36.0402,36.0842,36.1407,36.3808,36.8035,37.3736,36.7019,35.9249,37.4364,356.5595,356.5595,356.5595,356.5595,356.5595,356.5595,356.5595,356.5595,356.5595,356.5595,356.5595,356.5595,294.5758,294.5758,294.5758,294.5758,294.5758,294.5758,294.5758,294.5758,294.5758,294.5758,294.5758,294.5758,0.1567823910292982,0.0051,0.0028,0.0069,0.0066,0.0063,0.0059,0.0044,0.0024,0.0042,0.0027,0.0074,0.0046,0.0143,0.0086,0.0402,0.0499,0.0394,0.0304,0.0191,0.0077,0.0127,0.0079,0.0438,0.0118,5.5824,2.6043,7.6475,7.2844,6.957,6.5385,4.8085,2.3893,4.1081,2.8101,8.1499,4.532,0.4374,0.2898,0.6119,0.5809,0.553,0.5175,0.3741,0.2156,0.4319,0.2315,0.6550,0.4697,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0431,0.0131,0.0089,0.0184,0.0175,0.0166,0.0156,0.0112,0.0066,0.0132,0.0070,0.0197,0.0143,0.12550294,1.1435145,0.018546404,0.011344563,0.06065898,0.0693776,0.11167127,0.041569453,0.029348575,0.010266834,0.016635949,0.010244942,1.0251982,0.013253812,STRIPE82-0162,28.436733,58.228317,0.156709159,352.606948888,15.1400795,14.214562,15.6460905,15.401078,15.983784,15.009068,14.730721,14.353066,13.963355,14.538935,15.9064665,14.02051,1.1804,1.5290,1.0641,1.0842,1.1025,1.1260,1.2257,1.4013,1.6382,1.3591,1.0363,1.6643,352.6068910299959,0.0173672,0.3359873210835704,-38.846565,7506.7495,1944.802,0
DR4_3_STRIPE82-0162_0003481,0.6874,0.7433,0.6687,0.6719,0.6749,0.6786,0.6946,0.7228,0.7608,0.716,0.6642,0.7650,1.147,7425_1925_STRIPE82-0162,17.8503,17.0204,19.1723,19.1289,18.5945,18.0880,17.6189,17.2782,16.9046,17.3053,19.2293,16.8107,59.329,60.8145,58.8331,58.919,58.9969,59.0969,59.522,60.2706,61.28,60.0907,58.7148,61.3912,6.8221,6.6123,6.8921,6.88,6.869,6.8548,6.7948,6.6891,6.5465,6.7145,6.9088,6.5308,147.5859,147.5859,147.5859,147.5859,147.5859,147.5859,147.5859,147.5859,147.5859,147.5859,147.5859,147.5859,210.7041,210.7041,210.7041,210.7041,210.7041,210.7041,210.7041,210.7041,210.7041,210.7041,210.7041,210.7041,0.1439168636776458,0.016,0.0095,0.0215,0.0205,0.0196,0.0185,0.014,0.0085,0.0134,0.0093,0.0228,0.0145,0.0449,0.0272,0.1754,0.2290,0.1340,0.0843,0.0546,0.0254,0.0403,0.0261,0.1389,0.0386,2.9426,2.0364,4.1336,3.9215,3.731,3.4887,2.5128,1.48,3.0219,1.5687,4.4282,3.2825,0.2923,0.1658,0.4114,0.3904,0.3715,0.3473,0.248,0.1228,0.2626,0.1397,0.4405,0.2882,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0752,0.0430,0.1062,0.1007,0.0958,0.0895,0.0637,0.0313,0.0683,0.0356,0.1137,0.0750,0.17882955,1.217774,0.055839244,0.030710813,0.22896293,0.58334416,0.18113297,0.15276648,0.07676493,0.033734787,0.050988726,0.029959187,0.4974641,0.037473142,STRIPE82-0162,6.655463,15.578339,0.143898756,352.638871631,17.91968,16.877811,18.67475,19.29608,18.094315,18.007938,17.357086,17.227701,16.762285,17.282768,19.943684,16.719496,1.6331,1.5703,1.6541,1.6505,1.6472,1.6429,1.6250,1.5933,1.5506,1.6009,1.6591,1.5459,352.6388318209405,0.017137,0.1574447078996694,21.577278,7297.6733,1860.5796,0
DR4_3_STRIPE82-0162_0003241,0.4027,0.4327,0.3927,0.3945,0.396,0.3981,0.4066,0.4217,0.4421,0.4181,0.3903,0.4444,1.147,7425_1925_STRIPE82-0162,18.0576,17.3963,18.5282,18.6913,18.5663,18.0632,17.8870,17.4064,17.2718,17.6023,19.0684,17.2382,26.3291,27.0461,26.0898,26.1312,26.1688,26.2171,26.4223,26.7836,27.2708,26.6968,26.0327,27.3245,7.6275,7.5324,7.6593,7.6538,7.6488,7.6424,7.6152,7.5672,7.5026,7.5788,7.6669,7.4955,122.476,122.476,122.476,122.476,122.476,122.476,122.476,122.476,122.476,122.476,122.476,122.476,156.4892,156.4892,156.4892,156.4892,156.4892,156.4892,156.4892,156.4892,156.4892,156.4892,156.4892,156.4892,0.1356566221447708,0.0076,0.0056,0.0107,0.0101,0.0096,0.009,0.0065,0.0041,0.0082,0.0043,0.0114,0.0089,0.0345,0.0268,0.0885,0.1377,0.1141,0.0692,0.0536,0.0207,0.0406,0.0213,0.1027,0.0354,0.9282,0.705,1.302,1.235,1.1749,1.0987,0.7958,0.5093,1.0202,0.5245,1.3952,1.1033,0.1891,0.142,0.2646,0.2511,0.2389,0.2235,0.1623,0.1036,0.2053,0.1071,0.2834,0.2220,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0297,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0588,0.0368,0.0281,0.0516,0.0490,0.0466,0.0436,0.0315,0.0202,0.0407,0.0208,0.0553,0.0440,0.46984714,1.8862486,0.05807331,0.0375674,0.18941005,0.32446095,0.12941964,0.17035782,0.08672907,0.033011943,0.059361175,0.030773913,0.23447704,0.048475944,STRIPE82-0162,6.4191937,15.446629,0.135573454,352.642660786,18.079178,17.214216,18.583427,18.773516,17.843653,18.241657,17.605824,17.318136,17.044174,17.42738,19.24485,17.129637,0.6343,0.7601,0.5923,0.5995,0.6061,0.6146,0.6506,0.7140,0.7995,0.6988,0.5822,0.8089,352.64268685804217,0.0170612,0.3137723297386049,65.68173,7272.442,1806.5065,0
