ID,AR_G,AR_I,AR_J0378,AR_J0395,AR_J0410,AR_J0430,AR_J0515,AR_J0660,AR_J0861,AR_R,AR_U,AR_Z,CHI2NU,Field_ID,MAG_G,MAG_I,MAG_J0378,MAG_J0395,MAG_J0410,MAG_J0430,MAG_J0515,MAG_J0660,MAG_J0861,MAG_R,MAG_U,MAG_Z,PA_G,PA_I,PA_J0378,PA_J0395,PA_J0410,PA_J0430,PA_J0515,PA_J0660,PA_J0861,PA_R,PA_U,PA_Z,RE_G,RE_I,RE_J0378,RE_J0395,RE_J0410,RE_J0430,RE_J0515,RE_J0660,RE_J0861,RE_R,RE_U,RE_Z,XC_G,XC_I,XC_J0378,XC_J0395,XC_J0410,XC_J0430,XC_J0515,XC_J0660,XC_J0861,XC_R,XC_U,XC_Z,YC_G,YC_I,YC_J0378,YC_J0395,YC_J0410,YC_J0430,YC_J0515,YC_J0660,YC_J0861,YC_R,YC_U,YC_Z,dec,e_AR_G,e_AR_I,e_AR_J0378,e_AR_J0395,e_AR_J0410,e_AR_J0430,e_AR_J0515,e_AR_J0660,e_AR_J0861,e_AR_R,e_AR_U,e_AR_Z,e_MAG_G,e_MAG_I,e_MAG_J0378,e_MAG_J0395,e_MAG_J0410,e_MAG_J0430,e_MAG_J0515,e_MAG_J0660,e_MAG_J0861,e_MAG_R,e_MAG_U,e_MAG_Z,e_PA_G,e_PA_I,e_PA_J0378,e_PA_J0395,e_PA_J0410,e_PA_J0430,e_PA_J0515,e_PA_J0660,e_PA_J0861,e_PA_R,e_PA_U,e_PA_Z,e_RE_G,e_RE_I,e_RE_J0378,e_RE_J0395,e_RE_J0410,e_RE_J0430,e_RE_J0515,e_RE_J0660,e_RE_J0861,e_RE_R,e_RE_U,e_RE_Z,e_XC_G,e_XC_I,e_XC_J0378,e_XC_J0395,e_XC_J0410,e_XC_J0430,e_XC_J0515,e_XC_J0660,e_XC_J0861,e_XC_R,e_XC_U,e_XC_Z,e_YC_G,e_YC_I,e_YC_J0378,e_YC_J0395,e_YC_J0410,e_YC_J0430,e_YC_J0515,e_YC_J0660,e_YC_J0861,e_YC_R,e_YC_U,e_YC_Z,e_n_G,e_n_I,e_n_J0378,e_n_J0395,e_n_J0410,e_n_J0430,e_n_J0515,e_n_J0660,e_n_J0861,e_n_R,e_n_U,e_n_Z,ellipticity_det,elongation_det,err_mag_auto_g,err_mag_auto_i,err_mag_auto_j0378,err_mag_auto_j0395,err_mag_auto_j0410,err_mag_auto_j0430,err_mag_auto_j0515,err_mag_auto_j0660,err_mag_auto_j0861,err_mag_auto_r,err_mag_auto_u,err_mag_auto_z,field,flux_radius_as_50_det,flux_radius_as_90_det,input_DEC,input_RA,mag_auto_g,mag_auto_i,mag_auto_j0378,mag_auto_j0395,mag_auto_j0410,mag_auto_j0430,mag_auto_j0515,mag_auto_j0660,mag_auto_j0861,mag_auto_r,mag_auto_u,mag_auto_z,n_G,n_I,n_J0378,n_J0395,n_J0410,n_J0430,n_J0515,n_J0660,n_J0861,n_R,n_U,n_Z,ra,redshift,sep_arcsec,theta_det,x_pixel_det,y_pixel_det,label
i06s20s35000PU,0.942,0.8732,0.965,0.961,0.9574,0.9527,0.933,0.8984,0.8516,0.9067,0.9704,0.8464,1.211,i06s20s35000PU,16.8057,15.4842,18.3625,18.3446,18.0859,17.7138,16.4741,15.7664,15.3078,15.9534,18.7733,15.2096,11.5131,9.5333,12.174,12.0595,11.9557,11.8223,11.2558,10.2582,8.9129,10.498,12.3316,8.7647,6.964,6.7835,7.0242,7.0138,7.0043,6.9921,6.9405,6.8496,6.727,6.8715,7.0386,6.7135,101.7629,101.7629,101.7629,101.7629,101.7629,101.7629,101.7629,101.7629,101.7629,101.7629,101.7629,101.7629,101.9387,101.9387,101.9387,101.9387,101.9387,101.9387,101.9387,101.9387,101.9387,101.9387,101.9387,101.9387,-26.28318734779961,0.0096,0.0049,0.013,0.0124,0.0118,0.0112,0.0084,0.0047,0.0072,0.0053,0.0138,0.0078,0.0264,0.0144,0.0638,0.0955,0.0758,0.0565,0.0254,0.0126,0.0214,0.0138,0.0628,0.0227,4.6398,1.6732,6.2264,5.9487,5.6979,5.3768,4.0377,1.9819,2.6626,2.3996,6.6101,2.9718,0.3027,0.1829,0.4288,0.4065,0.3865,0.3609,0.2561,0.1297,0.2873,0.1447,0.4596,0.3147,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.1821,0.1235,0.2614,0.2474,0.2347,0.2186,0.153,0.0811,0.1914,0.0871,0.2809,0.2089,0.034380972,1.0356051,0.015973397,0.008102539,0.09495692,0.13668594,0.12564886,0.08639441,0.027331274,0.008371404,0.015351263,0.0081999535,0.10332282,0.01169292,SPLUS-s20s35,3.0111854,8.740716,-26.283115,334.69348,17.019720069885253,15.696945785522464,18.280606747627257,18.091989793777465,18.06219995117188,17.709470569610595,16.642761505126952,15.970806430816651,15.491324291229247,16.16210202026367,18.82768232250213,15.412383430480958,4.551,5.6412,4.1872,4.2502,4.3073,4.3808,4.6927,5.2421,5.9828,5.11,4.1004,6.0644,334.6935192314014,0.0883,0.2896047729247072,-43.168797,4987.761,932.85486,0
i06s21s2000Y6D,0.386,0.3582,0.3952,0.3936,0.3922,0.3903,0.3824,0.3684,0.3495,0.3717,0.3975,0.3474,1.152,i06s21s2000Y6D,17.8809,16.5587,19.6405,19.005,19.4512,18.8585,17.6028,16.8033,16.3066,16.9526,19.8151,16.2728,86.7203,86.1779,86.9014,86.87,86.8416,86.8051,86.6498,86.3765,86.008,86.4422,86.9446,85.9674,2.8811,2.7877,2.9123,2.9069,2.902,2.8957,2.869,2.8219,2.7584,2.8332,2.9197,2.7515,100.7963,100.7963,100.7963,100.7963,100.7963,100.7963,100.7963,100.7963,100.7963,100.7963,100.7963,100.7963,101.0005,101.0005,101.0005,101.0005,101.0005,101.0005,101.0005,101.0005,101.0005,101.0005,101.0005,101.0005,-26.42053468549216,0.0211,0.0083,0.0285,0.0272,0.0261,0.0245,0.0183,0.0089,0.0133,0.0107,0.0303,0.0148,0.046,0.0191,0.2067,0.2127,0.3067,0.158,0.0495,0.0213,0.0291,0.0243,0.1615,0.031,1.3583,0.5287,1.8384,1.7543,1.6783,1.5811,1.1766,0.57,0.8514,0.6886,1.9547,0.9472,0.1646,0.0715,0.2264,0.2156,0.2058,0.1933,0.1414,0.0664,0.1172,0.08,0.2414,0.13,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.0119,0.7562,0.3248,1.0367,0.9875,0.9431,0.8863,0.6505,0.3086,0.5295,0.3713,1.1047,0.5872,0.28981155,1.408077,0.033168815,0.013132991,0.30229077,0.32170272,0.4824981,0.280039,0.07256477,0.0150094675,0.023644798,0.014208896,0.29660925,0.017362962,SPLUS-s21s20,1.9511625,5.6111655,-26.420555,28.031208,17.91483145523071,16.63178402709961,19.3217493840456,18.77211756896973,19.28491374778748,18.752322960853576,17.655198713302614,16.90436968421936,16.387148151397707,17.03153512573242,19.773640550941227,16.34873932647705,5.9103,6.3694,5.757,5.7836,5.8076,5.8385,5.9699,6.2013,6.5133,6.1457,5.7204,6.5477,28.031001923825364,0.0923,0.6684000335629304,-1.9997777,9656.025,8740.194,0
i06s24s6900TLD,0.6099,0.514,0.642,0.6364,0.6314,0.6249,0.5975,0.5491,0.4839,0.5607,0.6496,0.4767,1.157,i06s24s6900TLD,19.1869,18.3537,20.098,19.8888,19.3162,19.3517,18.9875,18.5835,18.206,18.6734,19.9406,18.2182,-52.3203,-52.5735,-52.2358,-52.2504,-52.2637,-52.2807,-52.3532,-52.4808,-52.6529,-52.4501,-52.2156,-52.6718,4.6671,5.2933,4.458,4.4942,4.5271,4.5693,4.7485,5.064,5.4896,4.9882,4.4082,5.5364,100.0586,100.0586,100.0586,100.0586,100.0586,100.0586,100.0586,100.0586,100.0586,100.0586,100.0586,100.0586,101.4123,101.4123,101.4123,101.4123,101.4123,101.4123,101.4123,101.4123,101.4123,101.4123,101.4123,101.4123,-30.66452967384913,0.0263,0.0137,0.0361,0.0343,0.0328,0.0308,0.0226,0.0118,0.021,0.0135,0.0385,0.023,0.0738,0.0434,0.2178,0.2934,0.1856,0.1856,0.1053,0.045,0.0686,0.0435,0.1373,0.0604,3.7464,1.6983,5.0951,4.8579,4.6441,4.3708,3.2408,1.6405,2.6404,1.9274,5.4232,2.9127,0.2629,0.2115,0.3597,0.3421,0.3265,0.3067,0.2296,0.1629,0.292,0.1655,0.3841,0.3136,0.0669,0.0669,0.0669,0.0669,0.0669,0.0669,0.0669,0.0669,0.0669,0.0669,0.0669,0.0669,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.1026,0.0764,0.1436,0.1363,0.1297,0.1213,0.0881,0.0558,0.1106,0.0578,0.1538,0.1197,0.42250466,1.7316157,0.0653358,0.06611191,0.31231242,0.230842,0.33226797,0.23093158,0.10952816,0.05816405,0.13249217,0.05277669,0.1847709,0.09195395,SPLUS-s24s69,2.6245036,5.7413797,-30.66475,346.5995,18.85734844207764,18.331269130706787,19.753971177577974,18.849144285202023,19.30168126487732,19.00915353584289,18.453521293640136,18.46875952911377,18.24321397209168,18.515161308288576,19.545176169395447,18.05607992172241,0.6742,1.0187,0.5591,0.5791,0.5971,0.6203,0.7189,0.8926,1.1267,0.8508,0.5317,1.1525,346.59933079386843,0.0714,0.9506121825400689,-38.933426,10143.24,7039.9956,0
i06s27s7300UP8,0.6772,0.9086,0.5999,0.6133,0.6255,0.641,0.7073,0.8239,0.9811,0.7959,0.5815,0.9985,1.155,i06s27s7300UP8,18.7369,18.1749,19.8299,20.6892,19.1923,19.203,18.5911,18.3664,18.123,18.4067,19.453,18.1315,-122.351,-22.8392,-155.5667,-149.8107,-144.5964,-137.8923,-109.4168,-59.2715,8.345,-71.3254,-163.4898,15.794,3.7701,2.8785,4.0677,4.0161,3.9694,3.9093,3.6542,3.2049,2.5991,3.3129,4.1387,2.5324,101.031,101.031,101.031,101.031,101.031,101.031,101.031,101.031,101.031,101.031,101.031,101.031,101.1072,101.1072,101.1072,101.1072,101.1072,101.1072,101.1072,101.1072,101.1072,101.1072,101.1072,101.1072,-34.53660365838895,0.0987,0.0799,0.1407,0.1332,0.1264,0.1178,0.0838,0.0543,0.1167,0.0547,0.1512,0.1262,0.1956,0.1243,0.3269,0.9358,0.3077,0.2923,0.1931,0.1195,0.2009,0.13,0.2682,0.2227,11.8401,20.0754,19.6646,18.2207,16.9345,15.32,9.4579,11.5136,28.1848,9.3483,21.6842,30.1609,1.4139,0.6402,1.9483,1.8545,1.7699,1.6616,1.2129,0.5759,1.0404,0.6883,2.078,1.1514,0.0328,0.0328,0.0328,0.0328,0.0328,0.0328,0.0328,0.0328,0.0328,0.0328,0.0328,0.0328,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,0.0334,3.3892,1.8762,4.7782,4.5337,4.3132,4.0316,2.8713,1.3816,3.0089,1.5897,5.1166,3.3079,0.23578763,1.3085368,0.06959126,0.05324796,0.3921243,1.7647047,0.40554774,0.38560566,0.16957627,0.05355544,0.096836165,0.045506943,0.22533138,0.08672659,SPLUS-s27s73,1.6102014,3.7660627,-34.53661,358.71252,19.154757303237915,18.47845220565796,20.060483253479003,21.012417382240294,19.512033997058868,19.49003554534912,18.952636432647704,18.73186224651337,18.32171258354187,18.74268113708496,19.946961553812027,18.38757675933838,9.4361,7.4727,10.0915,9.9779,9.875,9.7428,9.1809,8.1916,6.8575,8.4294,10.2478,6.7105,358.7124647716892,0.09626,0.1653658469775392,33.425827,3581.3489,7691.109,0
i06s23s4900U38,0.2572,0.2331,0.2652,0.2639,0.2626,0.261,0.2541,0.2419,0.2256,0.2448,0.2672,0.2238,1.151,i06s23s4900U38,18.8795,17.5339,20.0361,23.4443,19.0633,19.2477,18.7504,17.8109,17.207,17.98,20.2461,17.1782,-62.0908,-61.4425,-62.3072,-62.2697,-62.2357,-62.192,-62.0065,-61.6798,-61.2393,-61.7584,-62.3588,-61.1908,6.313,5.7414,6.5038,6.4708,6.4408,6.4023,6.2387,5.9507,5.5622,6.0199,6.5493,5.5195,101.2933,101.2933,101.2933,101.2933,101.2933,101.2933,101.2933,101.2933,101.2933,101.2933,101.2933,101.2933,101.7634,101.7634,101.7634,101.7634,101.7634,101.7634,101.7634,101.7634,101.7634,101.7634,101.7634,101.7634,-29.299950968951585,0.0107,0.0042,0.0144,0.0138,0.0132,0.0124,0.0093,0.0045,0.0067,0.0054,0.0154,0.0075,0.0687,0.0247,0.3467,11.954,0.2266,0.2411,0.1103,0.0282,0.0384,0.0308,0.3042,0.0369,0.9539,0.3689,1.2853,1.2272,1.1748,1.1077,0.8285,0.4089,0.5838,0.4916,1.3655,0.6491,0.3095,0.1333,0.4238,0.4038,0.3857,0.3625,0.2664,0.1273,0.2161,0.1528,0.4515,0.2396,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.1097,0.0525,0.152,0.1446,0.1379,0.1293,0.0938,0.0446,0.0851,0.0529,0.1623,0.0939,0.5890175,2.4331937,0.08976938,0.033119965,0.5195184,0.9188836,0.23384407,0.24570815,0.20711151,0.03595887,0.057035223,0.03940191,0.66509485,0.041800864,SPLUS-s23s49,2.1544995,5.2792954,-29.299984,358.01465,18.814638021469115,17.55723746109009,20.0324461889267,20.00146997356415,18.519871205329896,18.64218552303314,18.779601279258728,17.79941353225708,17.25641319847107,18.07085437011719,20.61579831981659,17.164047672271728,1.1311,1.4891,1.0116,1.0323,1.0511,1.0752,1.1776,1.358,1.6013,1.3147,0.9831,1.6281,358.0145588750786,0.0622,0.3098112612975714,-27.627733,7978.32,7300.798,0
i06s22s20003SO,0.4185,0.3203,0.4513,0.4456,0.4405,0.4339,0.4057,0.3562,0.2895,0.3681,0.4591,0.2821,1.151,i06s22s20003SO,18.3231,16.8244,19.544,19.6263,19.2645,18.8167,17.8833,17.1488,16.5434,17.3162,19.9058,16.4594,24.5165,23.8305,24.7455,24.7058,24.6699,24.6237,24.4274,24.0817,23.6155,24.1648,24.8001,23.5642,5.1619,4.5476,5.367,5.3314,5.2992,5.2578,5.0821,4.7725,4.3551,4.8469,5.4159,4.3091,101.5745,101.5745,101.5745,101.5745,101.5745,101.5745,101.5745,101.5745,101.5745,101.5745,101.5745,101.5745,101.0617,101.0617,101.0617,101.0617,101.0617,101.0617,101.0617,101.0617,101.0617,101.0617,101.0617,101.0617,-28.817787781607866,0.0199,0.0066,0.0262,0.0251,0.0241,0.0229,0.0175,0.009,0.0097,0.0109,0.0278,0.0108,0.0632,0.0196,0.2052,0.3041,0.2476,0.1652,0.0663,0.0264,0.0272,0.03,0.2313,0.029,1.3284,0.4132,1.7363,1.665,1.6007,1.5181,1.1726,0.6163,0.5789,0.7378,1.8347,0.6491,0.3796,0.1336,0.5057,0.4836,0.4637,0.4382,0.3317,0.1668,0.2062,0.2009,0.5362,0.2301,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.3395,0.1465,0.4594,0.4384,0.4194,0.3951,0.2945,0.149,0.2273,0.176,0.4886,0.2512,0.43818748,1.7799534,0.083304755,0.018858591,0.3105321,0.43216786,0.27963772,0.2561837,0.11020663,0.02533311,0.027645815,0.024134506,0.49502942,0.021540906,SPLUS-s22s20,1.9520707,5.2869134,-28.817736,28.792776,18.47864445495605,16.94524169921875,19.43893113183975,19.386709342479705,18.78555549049377,18.753427282333373,18.06453688621521,17.26942056655884,16.608079223632814,17.369746696472166,20.24839996290207,16.578395961761476,2.8897,3.9436,2.538,2.599,2.6542,2.7252,3.0267,3.5577,4.2738,3.4301,2.4541,4.3527,28.792731402839067,0.080098,0.2335321519092265,66.64797,7301.569,1764.0482,0
i06s26s1400BWN,0.8871,0.8502,0.8994,0.8973,0.8953,0.8929,0.8823,0.8637,0.8386,0.8682,0.9024,0.8359,1.147,i06s26s1400BWN,18.4113,17.8708,19.3489,18.794,18.7145,18.6909,18.3268,18.0783,17.9052,18.1176,19.2654,17.8312,64.4421,68.7958,62.9889,63.2407,63.4689,63.7622,65.008,67.2019,70.1602,66.6745,62.6423,70.4861,5.102,5.3339,5.0245,5.038,5.0501,5.0657,5.1321,5.249,5.4066,5.2209,5.0061,5.424,101.1369,101.1369,101.1369,101.1369,101.1369,101.1369,101.1369,101.1369,101.1369,101.1369,101.1369,101.1369,101.3017,101.3017,101.3017,101.3017,101.3017,101.3017,101.3017,101.3017,101.3017,101.3017,101.3017,101.3017,-33.94624892251273,0.0147,0.0138,0.0204,0.0194,0.0184,0.0173,0.0128,0.01,0.019,0.0097,0.0219,0.0203,0.0225,0.0236,0.0854,0.0828,0.0746,0.0683,0.0413,0.0213,0.0521,0.0187,0.056,0.0401,5.4121,4.0621,7.564,7.1783,6.8325,6.3939,4.6498,2.9754,5.8617,3.0755,8.1009,6.338,0.084,0.0925,0.1184,0.112,0.1063,0.0992,0.0732,0.0641,0.1262,0.0603,0.1274,0.1348,0.0451,0.0451,0.0451,0.0451,0.0451,0.0451,0.0451,0.0451,0.0451,0.0451,0.0451,0.0451,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.0398,0.018,0.0188,0.0272,0.0256,0.0241,0.0222,0.0148,0.0109,0.0276,0.0099,0.0296,0.0297,0.023845136,1.0244277,0.03275389,0.03638758,0.1457557,0.13884427,0.11368359,0.11103532,0.0697662,0.033028983,0.095089965,0.029714057,0.093467735,0.056213036,SPLUS-s26s14,2.9729776,6.0775623,-33.946205,21.299795,18.2979483833313,17.8589619140625,19.20843097496033,18.615857823371886,18.442752338409424,18.48208099555969,18.176570079803465,17.98379348564148,17.914264987945558,18.03210091781616,19.178370482444763,17.624972129821778,0.3637,0.533,0.3071,0.3169,0.3258,0.3372,0.3857,0.471,0.5861,0.4505,0.2936,0.5988,21.299896312167583,0.0668,0.3413875111285858,-13.594077,3801.0828,2906.4832,0
i06s20s35013P7,0.2335,0.1328,0.267,0.2612,0.256,0.2492,0.2204,0.1697,0.1013,0.1819,0.2751,0.0938,1.165,i06s20s35013P7,18.1674,17.2828,19.3203,18.8289,18.9642,18.51,17.9815,17.5575,17.1647,17.6129,19.28,17.0749,-0.7431,-0.3991,-0.858,-0.8381,-0.82,-0.7968,-0.6984,-0.525,-0.2913,-0.5667,-0.8853,-0.2655,5.3178,5.1296,5.3806,5.3697,5.3599,5.3472,5.2933,5.1985,5.0706,5.2213,5.3956,5.0565,101.0949,101.0949,101.0949,101.0949,101.0949,101.0949,101.0949,101.0949,101.0949,101.0949,101.0949,101.0949,101.4985,101.4985,101.4985,101.4985,101.4985,101.4985,101.4985,101.4985,101.4985,101.4985,101.4985,101.4985,-24.92396566184349,0.0084,0.0067,0.0122,0.0115,0.0109,0.0101,0.007,0.0042,0.01,0.0043,0.0131,0.0109,0.0179,0.0117,0.0926,0.0951,0.0949,0.0609,0.0289,0.0112,0.0207,0.0106,0.0643,0.0174,0.5032,0.3419,0.7232,0.6842,0.6492,0.6045,0.4225,0.2233,0.5306,0.2397,0.7771,0.5792,0.0751,0.0505,0.1065,0.1009,0.0959,0.0895,0.0637,0.0354,0.0767,0.038,0.1142,0.0836,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0269,0.0517,0.0387,0.0738,0.0699,0.0663,0.0618,0.0437,0.0261,0.0578,0.027,0.0793,0.0627,0.5046779,2.0188882,0.026286628,0.018637914,0.1254849,0.16294196,0.15144138,0.08583424,0.05143867,0.019517727,0.039676674,0.017305026,0.113627754,0.03037896,SPLUS-s20s35,2.479425,5.497399,-24.92407,335.2847,18.1304829788208,17.2194380607605,19.00300371360779,18.716301527023315,18.761103693008423,18.215319789886475,17.90668437576294,17.4833743686676,17.13032814025879,17.523938011169435,19.24636673641205,17.07973292541504,0.7598,0.9035,0.7118,0.7201,0.7276,0.7373,0.7784,0.8509,0.9486,0.8335,0.7003,0.9593,335.28475178784515,0.0545,0.4119151234214274,89.20612,1472.0575,9820.116,0
i06s24s0700FZK,0.7534,0.8373,0.7254,0.7302,0.7346,0.7403,0.7643,0.8066,0.8636,0.7964,0.7187,0.8699,1.151,i06s24s0700FZK,18.0649,17.6768,19.4338,18.4906,18.7675,18.4662,18.0689,17.6632,17.8712,17.7302,18.8435,17.8997,95.1002,83.0888,99.1094,98.4146,97.7852,96.976,93.539,87.4863,79.3248,88.9412,100.0657,78.4257,9.1668,3.8033,10.9571,10.6468,10.3658,10.0044,8.4697,5.7669,2.1225,6.4166,11.3841,1.721,101.2918,101.2918,101.2918,101.2918,101.2918,101.2918,101.2918,101.2918,101.2918,101.2918,101.2918,101.2918,101.5668,101.5668,101.5668,101.5668,101.5668,101.5668,101.5668,101.5668,101.5668,101.5668,101.5668,101.5668,-31.072394314357545,0.0808,0.0494,0.1132,0.1075,0.1023,0.0957,0.0688,0.0369,0.0756,0.0408,0.1212,0.0826,0.1347,0.1232,0.2331,0.17,0.2133,0.1752,0.1458,0.1354,0.1043,0.1351,0.1636,0.1189,13.91,11.4434,19.5765,18.5554,17.6415,16.4848,11.9359,8.1126,16.3547,8.1641,20.9997,17.6383,3.6064,1.0141,4.4847,4.3324,4.1945,4.0172,3.265,1.9477,0.3852,2.2628,4.6944,0.3756,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.0316,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,3.703,1.5973,4.5356,4.3899,4.2583,4.0898,3.386,2.2368,1.397,2.496,4.7371,1.4188,0.16890877,1.2032373,0.08071367,0.05021656,0.9692095,0.4068737,0.45126978,0.2648827,0.2370768,0.047729503,0.07791951,0.044364937,0.28613466,0.07607923,SPLUS-s24s07,1.748179,5.0045943,-31.072403,9.698585,18.63345868682861,17.962201042175295,20.82808061504364,19.51830382347107,19.519111253738405,19.0159069480896,19.03810056877136,18.10500074195862,17.846945011138917,18.03424890899658,19.67625784015656,17.94380638885498,16.4808,7.9833,19.3172,18.8256,18.3804,17.8079,15.3763,11.0943,5.3204,12.1236,19.9937,4.6843,9.698531527171914,0.0441,0.1678198596120882,-15.727045,4010.3464,4385.597,0
i06s23s4300T6R,0.2362,0.3,0.2149,0.2186,0.2219,0.2262,0.2445,0.2767,0.32,0.2689,0.2098,0.3248,1.152,i06s23s4300T6R,18.8464,18.1796,19.6917,19.5335,18.9038,18.8981,18.659,18.4135,18.136,18.4868,19.4154,18.1506,7.8307,7.2562,8.0224,7.9892,7.9591,7.9204,7.756,7.4665,7.0762,7.5361,8.0682,7.0332,4.4703,3.9341,4.6493,4.6183,4.5902,4.5541,4.4006,4.1304,3.7661,4.1954,4.692,3.726,101.2749,101.2749,101.2749,101.2749,101.2749,101.2749,101.2749,101.2749,101.2749,101.2749,101.2749,101.2749,101.8082,101.8082,101.8082,101.8082,101.8082,101.8082,101.8082,101.8082,101.8082,101.8082,101.8082,101.8082,-29.25807715016824,0.0083,0.0067,0.0114,0.0108,0.0103,0.0097,0.0072,0.0051,0.0093,0.0051,0.0122,0.0099,0.0227,0.0212,0.1162,0.1562,0.078,0.0713,0.045,0.0198,0.0423,0.0179,0.0673,0.0368,0.705,0.6562,0.9978,0.9445,0.897,0.837,0.6061,0.4545,0.922,0.4423,1.0722,0.9907,0.0738,0.0613,0.1048,0.0992,0.0942,0.0879,0.063,0.0423,0.0885,0.0423,0.1126,0.0956,0.0171,0.0171,0.0171,0.0171,0.0171,0.0171,0.0171,0.0171,0.0171,0.0171,0.0171,0.0171,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,0.0382,0.0483,0.044,0.0684,0.0647,0.0615,0.0574,0.0415,0.0305,0.0621,0.0299,0.0735,0.0668,0.43396062,1.7666615,0.039011165,0.03920135,0.15847889,0.39993438,0.15068448,0.1322671,0.09302702,0.03646589,0.07688431,0.030113593,0.12645437,0.06876525,SPLUS-s23s43,1.9801326,3.792361,-29.258223,348.694,18.83990843963623,18.1616559677124,19.32371748363972,19.76567130613327,18.84112496471405,18.792011242866515,18.602681463241577,18.343786736488344,17.975581295013427,18.34022769165039,19.45778259038925,18.09295960998535,0.3115,0.4866,0.2531,0.2632,0.2724,0.2842,0.3343,0.4225,0.5415,0.4013,0.2391,0.5546,348.6938434138546,0.0776,0.7194097064189815,80.748566,8036.5024,7574.671,0
i06s27s5800TSZ,0.1632,0.1484,0.1682,0.1673,0.1665,0.1656,0.1613,0.1539,0.1438,0.1556,0.1694,0.1427,3.15,i06s27s5800TSZ,17.6235,16.3989,18.7789,18.7434,18.406,18.0563,17.2872,16.7354,16.1948,16.8391,18.8784,16.1403,58.4564,58.8833,58.3139,58.3386,58.3609,58.3897,58.5119,58.727,59.0171,58.6753,58.2799,59.0491,12.0442,10.1683,12.6704,12.5619,12.4636,12.3372,11.8004,10.8551,9.5805,11.0823,12.8197,9.4401,102.6017,102.6017,102.6017,102.6017,102.6017,102.6017,102.6017,102.6017,102.6017,102.6017,102.6017,102.6017,100.5695,100.5695,100.5695,100.5695,100.5695,100.5695,100.5695,100.5695,100.5695,100.5695,100.5695,100.5695,-34.624130942520694,0.0022,0.0014,0.0031,0.0029,0.0028,0.0026,0.0019,0.0011,0.002,0.0012,0.0033,0.0022,0.0165,0.0094,0.1103,0.1512,0.0977,0.0596,0.0293,0.0138,0.0194,0.0098,0.0884,0.0152,0.184,0.1108,0.2608,0.2472,0.235,0.2194,0.1555,0.0782,0.1744,0.0875,0.2795,0.1911,0.1761,0.102,0.2487,0.2359,0.2243,0.2096,0.1491,0.0739,0.1615,0.0836,0.2664,0.1772,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.0338,0.0246,0.0475,0.0451,0.0429,0.0401,0.0289,0.0178,0.036,0.0186,0.0509,0.039,0.73155713,3.7251873,2.4881377,2.73537,0.077517346,0.07918177,0.06205486,0.0685261,0.037732992,0.023266654,0.042280603,1.6718075,0.086174555,3.2586217,SPLUS-s27s58,3.975967,10.845113,-34.62411,334.5293,17.526935249328613,16.455655826568602,17.88902895927429,17.492674543380737,17.427294033050536,17.688827423095702,17.12307448196411,16.87037495422363,16.397120372772218,16.82871887207031,18.14568350982666,15.864466361999511,1.2844,1.716,1.1403,1.1653,1.1879,1.217,1.3405,1.558,1.8513,1.5057,1.106,1.8836,334.52980807826003,0.080742,1.5070333634446902,31.885775,1025.5038,7103.1367,1
