source_folder,source_file,CHI2NU,ID_1,Field_ID,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,ID_gal,ra_2,dec_2,z,Norder_,Dir_,Npix_,ID_2,RA_2a,DEC_2a,Field,X,Y,THETA,A,B,ELONGATION,ELLIPTICITY,FLUX_RADIUS_50,FLUX_RADIUS_90,r_auto,e_r_auto,g_auto,e_g_auto,i_auto,e_i_auto,z_auto,e_z_auto,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,J0515_auto,e_J0515_auto,J0660_auto,e_J0660_auto,J0861_auto,e_J0861_auto,_dist_arcsec
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.242,DR4_3_STRIPE82-0021_0043620,5775_7425_STRIPE82-0021,32.5551,0.0067,402.4155,0.0056,10.3786,0.0496,15.0700,0.0043,1.9149,0.0083,0.7938,0.0016,-76.4822,0.3017,32.5551,0.0067,402.4155,0.0056,9.7337,0.1105,16.7262,0.0254,1.2703,0.0185,0.8296,0.0034,-81.7771,0.9008,32.5551,0.0067,402.4155,0.0056,9.7778,0.1046,16.4807,0.0302,1.3144,0.0176,0.8271,0.0033,-81.4153,0.8546,32.5551,0.0067,402.4155,0.0056,9.8177,0.0994,16.3418,0.0219,1.3543,0.0167,0.8249,0.0031,-81.0876,0.813,32.5551,0.0067,402.4155,0.0056,9.869,0.0929,16.0374,0.0164,1.4056,0.0156,0.8221,0.0030,-80.6662,0.7599,32.5551,0.0067,402.4155,0.0056,10.087,0.0676,15.506,0.0098,1.6234,0.0113,0.8100,0.0023,-78.8764,0.5413,32.5551,0.0067,402.4155,0.0056,10.4709,0.0508,15.0072,0.0046,2.0071,0.0085,0.7887,0.0015,-75.7246,0.264,32.5551,0.0067,402.4155,0.0056,10.9886,0.1015,14.6021,0.008,2.5244,0.0170,0.7600,0.0022,-71.4747,0.5738,32.5551,0.0067,402.4155,0.0056,9.988,0.0784,15.7186,0.0070,1.5245,0.0132,0.8155,0.0026,-79.6894,0.6388,32.5551,0.0067,402.4155,0.0056,10.7498,0.0725,14.7458,0.0053,2.2858,0.0122,0.7732,0.0016,-73.4347,0.3599,32.5551,0.0067,402.4155,0.0056,11.0456,0.1090,14.5541,0.0075,2.5814,0.0183,0.7568,0.0023,-71.0065,0.6303,32.5551,0.0067,402.4155,0.0056,9.673,0.1186,17.0525,0.0224,1.2097,0.0199,0.8329,0.0036,-82.2751,0.9647,426678,14.168350866,-0.386571841,0.0448837,0,0,4,DR4_3_STRIPE82-0021_0043620,14.168265041960858,-0.3865194719888536,STRIPE82-0021,5532.987,7552.3926,-3.0396214,0.001323593,0.0010656171,1.2420721,0.19489378,9.5057955,19.110352,15.167525,0.5001858,15.774279,0.36062223,14.874896,0.49685675,14.662901,0.63692117,16.905127,1.8120228,16.68333,1.6985223,16.350761,3.0985231,16.33876,3.2946136,15.964373,2.0092547,15.579367,1.9640579,15.105012,0.35419762,14.7759,1.1204153,0.3619377727056614
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.187,DR4_3_STRIPE82-0021_0041911,5775_7975_STRIPE82-0021,516.0245,0.0052,123.2633,0.0035,10.4211,0.0763,15.3386,0.0056,3.3301,0.0210,0.3522,0.0010,-88.6894,0.0758,516.0245,0.0052,123.2633,0.0035,9.6117,0.2159,17.7178,0.0427,2.7835,0.0590,0.3424,0.0032,-88.1618,0.2309,516.0245,0.0052,123.2633,0.0035,9.667,0.2047,17.6047,0.0570,2.8209,0.0560,0.3431,0.0030,-88.1978,0.219,516.0245,0.0052,123.2633,0.0035,9.7171,0.1947,17.4527,0.0394,2.8547,0.0534,0.3437,0.0029,-88.2305,0.2084,516.0245,0.0052,123.2633,0.0035,9.7815,0.1818,16.7823,0.0228,2.8982,0.0499,0.3445,0.0027,-88.2725,0.1948,516.0245,0.0052,123.2633,0.0035,10.0551,0.1296,15.8882,0.012,3.0830,0.0359,0.3478,0.0019,-88.4508,0.1386,516.0245,0.0052,123.2633,0.0035,10.5369,0.0702,15.2446,0.0054,3.4083,0.0188,0.3536,0.0008,-88.7649,0.0651,516.0245,0.0052,123.2633,0.0035,11.1866,0.1509,14.7026,0.0086,3.8470,0.0386,0.3614,0.0020,-89.1884,0.1427,516.0245,0.0052,123.2633,0.0035,9.9308,0.1527,16.2298,0.0108,2.9991,0.0421,0.3463,0.0022,-88.3698,0.1637,516.0245,0.0052,123.2633,0.0035,10.887,0.0986,14.9160,0.0059,3.6447,0.0250,0.3578,0.0012,-88.9931,0.088,516.0245,0.0052,123.2633,0.0035,11.2582,0.1647,14.6421,0.0086,3.8954,0.0422,0.3623,0.0022,-89.2351,0.1571,516.0245,0.0052,123.2633,0.0035,9.5355,0.2314,18.2619,0.044,2.7321,0.0632,0.3415,0.0034,-88.1122,0.2472,426679,14.09447621,-0.345188456,0.0447457,0,0,4,DR4_3_STRIPE82-0021_0041911,14.094408612395007,-0.3451278052722039,STRIPE82-0021,6016.4116,7823.3267,-1.8724313,0.0013083455,5.7718833E-4,2.2667148,0.5588329,5.7813787,16.137415,15.542505,0.0048885904,16.376638,0.008338017,15.147087,0.0046354006,14.896118,0.0064299,18.366991,0.08480934,17.788233,0.08131224,17.69585,0.11773198,17.566006,0.081744336,16.913164,0.042415984,16.076338,0.018072413,15.449239,0.0055634445,14.925741,0.009272097,0.3269422637324992
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.148,DR4_3_STRIPE82-0021_0048577,5775_9625_STRIPE82-0021,101.2868,0.0138,101.7822,0.0077,5.0735,0.0314,17.0573,0.0091,1.1531,0.0171,0.4035,0.0027,75.1721,0.2382,101.2868,0.0138,101.7822,0.0077,5.3688,0.0971,19.1942,0.1124,0.9663,0.0425,0.4249,0.0082,75.2167,0.6755,101.2868,0.0138,101.7822,0.0077,5.3486,0.0921,18.6746,0.1085,0.9791,0.0405,0.4235,0.0078,75.2136,0.6426,101.2868,0.0138,101.7822,0.0077,5.3304,0.0876,18.7501,0.0857,0.9906,0.0387,0.4222,0.0075,75.2109,0.613,101.2868,0.0138,101.7822,0.0077,5.3069,0.0818,18.3489,0.0557,1.0055,0.0364,0.4204,0.0070,75.2073,0.575,101.2868,0.0138,101.7822,0.0077,5.207,0.058,17.668,0.0275,1.0686,0.0272,0.4132,0.0050,75.1922,0.4182,101.2868,0.0138,101.7822,0.0077,5.0312,0.027,16.972,0.0094,1.1798,0.0153,0.4005,0.0023,75.1657,0.2021,101.2868,0.0138,101.7822,0.0077,4.7942,0.061,16.4734,0.0146,1.3298,0.0253,0.3833,0.0049,75.1299,0.3786,101.2868,0.0138,101.7822,0.0077,5.2524,0.0686,17.9028,0.0163,1.0400,0.0313,0.4165,0.0059,75.1991,0.4884,101.2868,0.0138,101.7822,0.0077,4.9035,0.0375,16.6402,0.0085,1.2606,0.0173,0.3912,0.0030,75.1464,0.2359,101.2868,0.0138,101.7822,0.0077,4.7680,0.0672,16.3831,0.0126,1.3463,0.0276,0.3814,0.0054,75.1259,0.4177,101.2868,0.0138,101.7822,0.0077,5.3966,0.1041,19.5348,0.0982,0.9487,0.0452,0.4270,0.0088,75.2209,0.721,525692,14.092317287,-0.078052492,0.045112,0,0,4,DR4_3_STRIPE82-0021_0048577,14.092295719889602,-0.0780184349832442,STRIPE82-0021,6030.272,9571.811,13.510062,7.3849614E-4,4.888418E-4,1.5106192,0.3380198,4.355761,11.139404,17.007082,0.013194666,17.812136,0.022327073,16.591885,0.012556917,16.291403,0.01699622,19.539576,0.18465558,19.108273,0.20048931,18.811127,0.2424729,18.620115,0.16322958,18.347841,0.11858196,17.657093,0.056463715,16.892155,0.016861543,16.408379,0.026522798,0.1451215226185405
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.272,DR4_3_STRIPE82-0021_0006617,6325_1925_STRIPE82-0021,473.7948,0.0143,463.5155,0.0136,2.1839,0.0361,17.8655,0.0211,2.6637,0.1240,0.7620,0.0127,86.0271,2.2949,473.7948,0.0143,463.5155,0.0136,2.0734,0.1112,19.8876,0.1469,2.3126,0.3597,0.7794,0.0375,85.0527,6.5823,473.7948,0.0143,463.5155,0.0136,2.081,0.1052,19.9413,0.2475,2.3366,0.3413,0.7783,0.0356,85.1193,6.259,473.7948,0.0143,463.5155,0.0136,2.0878,0.0998,19.4907,0.1289,2.3583,0.3248,0.7772,0.0339,85.1796,5.9673,473.7948,0.0143,463.5155,0.0136,2.0966,0.0929,19.1439,0.0892,2.3862,0.3037,0.7758,0.0317,85.2571,5.5946,473.7948,0.0143,463.5155,0.0136,2.1339,0.0648,18.3877,0.0472,2.5049,0.2170,0.7699,0.0228,85.5865,4.0542,473.7948,0.0143,463.5155,0.0136,2.1997,0.0333,17.7794,0.0206,2.7139,0.1103,0.7595,0.0109,86.1665,1.9515,473.7948,0.0143,463.5155,0.0136,2.2884,0.0804,17.3193,0.0342,2.9958,0.2344,0.7456,0.0225,86.9486,3.7598,473.7948,0.0143,463.5155,0.0136,2.117,0.0773,18.6908,0.0386,2.4510,0.2556,0.7726,0.0268,85.4369,4.7431,473.7948,0.0143,463.5155,0.0136,2.2475,0.0513,17.4679,0.0223,2.8658,0.1496,0.7520,0.0140,86.5879,2.3388,473.7948,0.0143,463.5155,0.0136,2.2982,0.0879,17.2171,0.0331,3.0268,0.2568,0.7440,0.0248,87.0348,4.1467,473.7948,0.0143,463.5155,0.0136,2.063,0.1195,20.5917,0.169,2.2795,0.3852,0.7811,0.0401,84.961,7.0296,424734,14.016884042,-1.21748357,0.0437005,0,0,4,DR4_3_STRIPE82-0021_0006617,14.01686854727039,-1.2174279113057878,STRIPE82-0021,6523.7593,2113.577,58.217323,6.389354E-4,4.9905636E-4,1.2803315,0.2189523,3.8879316,11.365295,17.59741,0.021446321,18.474672,0.038688857,17.232006,0.021696666,16.990566,0.031660907,20.137539,0.28652093,20.697567,0.79788774,19.8811,0.60027206,19.228128,0.2698796,19.074726,0.21789977,18.259655,0.09360443,17.501694,0.024628289,17.020597,0.04555572,0.207987441457362
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.237,DR4_3_STRIPE82-0021_0011315,6325_2475_STRIPE82-0021,278.8067,0.0065,502.3495,0.0236,6.6351,0.0232,17.1007,0.0078,0.3993,0.0085,0.1587,0.0013,7.7517,0.0906,278.8067,0.0065,502.3495,0.0236,6.6543,0.0672,19.3062,0.1016,0.3012,0.0236,0.1727,0.0032,7.461,0.2523,278.8067,0.0065,502.3495,0.0236,6.653,0.0638,18.9515,0.1198,0.3079,0.0224,0.1717,0.0030,7.4808,0.2401,278.8067,0.0065,502.3495,0.0236,6.6518,0.0607,18.7479,0.0771,0.3140,0.0213,0.1709,0.0029,7.4988,0.2291,278.8067,0.0065,502.3495,0.0236,6.6502,0.0567,18.3474,0.0487,0.3218,0.0200,0.1698,0.0027,7.522,0.215,278.8067,0.0065,502.3495,0.0236,6.6438,0.0405,17.5782,0.0227,0.3550,0.0144,0.1651,0.0021,7.6202,0.1568,278.8067,0.0065,502.3495,0.0236,6.6324,0.0206,16.9994,0.0086,0.4134,0.0076,0.1567,0.0012,7.7933,0.0776,278.8067,0.0065,502.3495,0.0236,6.617,0.0438,16.4637,0.0134,0.4921,0.0153,0.1455,0.0016,8.0266,0.1425,278.8067,0.0065,502.3495,0.0236,6.6467,0.0477,17.8892,0.0121,0.3399,0.0169,0.1672,0.0024,7.5756,0.1828,278.8067,0.0065,502.3495,0.0236,6.6241,0.028,16.6531,0.0071,0.4558,0.0099,0.1507,0.0011,7.919,0.09,278.8067,0.0065,502.3495,0.0236,6.6153,0.0480,16.3824,0.0098,0.5008,0.0167,0.1443,0.0018,8.0523,0.1569,278.8067,0.0065,502.3495,0.0236,6.6561,0.072,19.7807,0.0954,0.2920,0.0252,0.1740,0.0034,7.4336,0.2692,424723,14.046685543,-1.127598199,0.0472582,0,0,4,DR4_3_STRIPE82-0021_0011315,14.046636747551055,-1.127590907964044,STRIPE82-0021,6328.9634,2701.6526,82.40321,0.001013996,3.84622E-4,2.6363873,0.6206931,5.32059,11.041145,17.075684,4.504348,17.838991,0.029506674,16.471207,0.02126643,16.301455,0.026449386,20.552023,0.5711312,20.503914,104.655174,18.570135,1.456281,18.60312,1.5289941,18.32169,0.14848672,17.534714,0.06574339,16.794622,0.026023671,16.37934,0.03788405,0.1775801209376627
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.237,DR4_3_STRIPE82-0021_0010729,6325_2475_STRIPE82-0021,448.9206,0.0221,447.1936,0.0235,6.2119,0.1638,17.2649,0.0261,2.3036,0.0597,0.9075,0.0112,7.5473,5.6999,448.9206,0.0221,447.1936,0.0235,6.0121,0.4614,19.3364,0.1707,2.2596,0.1692,0.9464,0.0277,3.5308,14.4584,448.9206,0.0221,447.1936,0.0235,6.0258,0.4378,18.6914,0.1550,2.2626,0.1607,0.9437,0.0264,3.8052,13.8164,448.9206,0.0221,447.1936,0.0235,6.0382,0.4165,19.2845,0.2029,2.2654,0.1530,0.9413,0.0253,4.0538,13.2371,448.9206,0.0221,447.1936,0.0235,6.0541,0.3894,18.5202,0.1014,2.2689,0.1432,0.9382,0.0238,4.3735,12.4958,448.9206,0.0221,447.1936,0.0235,6.1216,0.279,17.7952,0.0552,2.2837,0.1031,0.9251,0.0178,5.7311,9.4143,448.9206,0.0221,447.1936,0.0235,6.2405,0.1485,17.1408,0.0252,2.3099,0.0529,0.9019,0.0100,8.122,4.7823,448.9206,0.0221,447.1936,0.0235,6.4008,0.3112,16.6454,0.0413,2.3453,0.1073,0.8707,0.0160,11.3458,6.4441,448.9206,0.0221,447.1936,0.0235,6.0909,0.328,18.0161,0.0450,2.2770,0.1210,0.9311,0.0205,5.1144,10.7975,448.9206,0.0221,447.1936,0.0235,6.3269,0.2024,16.8612,0.0267,2.3290,0.0689,0.8851,0.0110,9.859,4.1964,448.9206,0.0221,447.1936,0.0235,6.4185,0.3400,16.6117,0.0399,2.3492,0.1176,0.8673,0.0175,11.701,7.1498,448.9206,0.0221,447.1936,0.0235,5.9934,0.4941,19.8868,0.1721,2.2555,0.1810,0.9501,0.0295,3.153,15.3458,424735,14.020691405,-1.135944973,0.0449625,0,0,4,DR4_3_STRIPE82-0021_0010729,14.020681954617428,-1.1359244733485598,STRIPE82-0021,6498.8203,2647.0942,53.457752,8.0609723E-4,6.6915056E-4,1.2046875,0.16990924,6.1578345,16.730639,17.299301,0.025845652,18.055492,0.042068113,16.901203,0.025517369,16.570704,0.038677625,19.614258,0.2888657,19.06197,0.28943244,18.257528,0.22016561,19.033358,0.36407503,18.432306,0.19457804,17.519484,0.076385416,17.186527,0.029399922,16.720087,0.05635306,0.0812604086198544
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.237,DR4_3_STRIPE82-0021_0010992,6325_2475_STRIPE82-0021,193.4293,0.0045,392.1832,0.0067,8.0462,0.1139,16.0046,0.0100,3.6669,0.0448,0.4210,0.0021,-25.3636,0.1697,193.4293,0.0045,392.1832,0.0067,7.2636,0.299,18.2894,0.0604,3.1922,0.1187,0.4158,0.0059,-26.0231,0.5128,193.4293,0.0045,392.1832,0.0067,7.3171,0.2836,18.1428,0.0816,3.2246,0.1129,0.4162,0.0056,-25.9781,0.4865,193.4293,0.0045,392.1832,0.0067,7.3655,0.2699,18.0559,0.0606,3.2540,0.1076,0.4165,0.0054,-25.9372,0.4628,193.4293,0.0045,392.1832,0.0067,7.4278,0.2524,17.4137,0.0358,3.2918,0.1008,0.4169,0.0050,-25.8847,0.4324,193.4293,0.0045,392.1832,0.0067,7.6923,0.182,16.5623,0.0196,3.4523,0.0734,0.4187,0.0036,-25.6618,0.3075,193.4293,0.0045,392.1832,0.0067,8.1581,0.1075,15.9014,0.0096,3.7349,0.0407,0.4218,0.0018,-25.2692,0.1476,193.4293,0.0045,392.1832,0.0067,8.7863,0.2185,15.3655,0.0155,4.1159,0.0779,0.4259,0.0036,-24.7399,0.3247,193.4293,0.0045,392.1832,0.0067,7.5721,0.213,16.8833,0.0184,3.3794,0.0856,0.4179,0.0042,-25.7631,0.3633,193.4293,0.0045,392.1832,0.0067,8.4966,0.1474,15.5638,0.0108,3.9402,0.0518,0.4240,0.0023,-24.984,0.2023,193.4293,0.0045,392.1832,0.0067,8.8555,0.2373,15.2990,0.0154,4.1579,0.0850,0.4264,0.0040,-24.6816,0.357,193.4293,0.0045,392.1832,0.0067,7.19,0.3202,18.7636,0.0579,3.1476,0.1269,0.4154,0.0063,-26.0851,0.5493,424739,14.059727608,-1.144351138,0.0449552,0,0,4,DR4_3_STRIPE82-0021_0010992,14.059690808820312,-1.144308551269736,STRIPE82-0021,6243.53,2592.225,-67.55267,0.0010928612,5.5628817E-4,1.9645996,0.49099046,4.951055,13.68644,16.186338,0.008194468,17.041868,0.014349945,15.815291,0.008187358,15.549761,0.011512753,18.79317,0.11237842,18.482738,0.1404237,18.33738,0.19545698,18.183395,0.1381052,17.521326,0.07036296,16.829472,0.034330674,16.101793,0.009540555,15.627407,0.017286621,0.2026025858049544
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.244,DR4_3_STRIPE82-0021_0013939,6325_3025_STRIPE82-0021,420.3546,0.0056,413.1912,0.0043,7.3359,0.1176,16.1508,0.0118,4.7445,0.0623,0.4052,0.0024,-57.1822,0.1827,420.3546,0.0056,413.1912,0.0043,7.2288,0.3597,18.3358,0.0615,4.6663,0.1884,0.3779,0.0074,-57.8671,0.5572,420.3546,0.0056,413.1912,0.0043,7.2362,0.341,18.1287,0.0777,4.6717,0.1788,0.3798,0.0070,-57.8203,0.5284,420.3546,0.0056,413.1912,0.0043,7.2428,0.3242,17.9344,0.0542,4.6765,0.1702,0.3815,0.0067,-57.7779,0.5025,420.3546,0.0056,413.1912,0.0043,7.2513,0.3027,17.4733,0.0375,4.6827,0.1591,0.3836,0.0062,-57.7234,0.4693,420.3546,0.0056,413.1912,0.0043,7.2875,0.2142,16.6813,0.0222,4.7092,0.1135,0.3928,0.0044,-57.4919,0.3327,420.3546,0.0056,413.1912,0.0043,7.3512,0.1032,16.05,0.0108,4.7557,0.0535,0.4091,0.0021,-57.0842,0.1595,420.3546,0.0056,413.1912,0.0043,7.4371,0.2342,15.5582,0.0174,4.8185,0.1157,0.4309,0.0046,-56.5345,0.3578,420.3546,0.0056,413.1912,0.0043,7.271,0.2536,16.9676,0.0214,4.6972,0.1339,0.3887,0.0052,-57.5971,0.3936,420.3546,0.0056,413.1912,0.0043,7.3975,0.1462,15.7380,0.0116,4.7895,0.0714,0.4208,0.0029,-56.7881,0.2229,420.3546,0.0056,413.1912,0.0043,7.4466,0.2572,15.4807,0.0181,4.8254,0.1274,0.4333,0.0051,-56.474,0.3932,420.3546,0.0056,413.1912,0.0043,7.2188,0.3856,18.8201,0.06,4.6590,0.2017,0.3754,0.0079,-57.9315,0.5971,424736,14.025056088,-1.057122225,0.0431769,0,0,4,DR4_3_STRIPE82-0021_0013939,14.025017290336184,-1.0570701569527232,STRIPE82-0021,6470.4644,3163.2595,-34.4187,9.0116693E-4,4.44554E-4,2.0270483,0.5066719,3.9524617,11.603198,16.452707,0.008088546,17.25957,0.013497712,16.052303,0.007806845,15.80821,0.011057701,18.9372,0.097677715,18.545666,0.113656014,18.348318,0.14960699,18.126438,0.09958892,17.872257,0.07358179,16.964733,0.029680338,16.351019,0.009301567,15.84166,0.016001409,0.2337458664787424
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.148,DR4_3_STRIPE82-0021_0013275,6325_3025_STRIPE82-0021,101.2018,0.0029,101.8033,0.0023,14.0266,0.0839,14.4083,0.0050,3.9572,0.0154,0.6638,0.0012,57.418,0.1465,101.2018,0.0029,101.8033,0.0023,14.0344,0.2411,16.7901,0.0264,3.8208,0.0439,0.6601,0.0035,58.9872,0.4146,101.2018,0.0029,101.8033,0.0023,14.0339,0.2291,16.7357,0.0375,3.8302,0.0418,0.6604,0.0033,58.88,0.3943,101.2018,0.0029,101.8033,0.0023,14.0334,0.2183,16.4784,0.0252,3.8386,0.0398,0.6606,0.0031,58.7829,0.3759,101.2018,0.0029,101.8033,0.0023,14.0328,0.2044,15.9333,0.0164,3.8495,0.0373,0.6609,0.0029,58.658,0.3524,101.2018,0.0029,101.8033,0.0023,14.0301,0.1475,14.9743,0.0092,3.8956,0.0270,0.6621,0.0021,58.1275,0.2556,101.2018,0.0029,101.8033,0.0023,14.0254,0.0726,14.2885,0.0046,3.9767,0.0132,0.6643,0.0010,57.1934,0.1261,101.2018,0.0029,101.8033,0.0023,14.0191,0.145,13.7302,0.0066,4.0862,0.0258,0.6673,0.0020,55.9339,0.2425,101.2018,0.0029,101.8033,0.0023,14.0313,0.1729,15.3079,0.0087,3.8746,0.0316,0.6616,0.0025,58.3685,0.2988,101.2018,0.0029,101.8033,0.0023,14.022,0.0913,13.9540,0.0045,4.0357,0.0162,0.6659,0.0013,56.5148,0.153,101.2018,0.0029,101.8033,0.0023,14.0184,0.1595,13.6517,0.0068,4.0982,0.0284,0.6676,0.0022,55.7951,0.2669,101.2018,0.0029,101.8033,0.0023,14.0352,0.2577,17.3492,0.0266,3.8080,0.0469,0.6598,0.0037,59.1348,0.4429,424722,14.044485064,-1.116922164,0.0417496,0,0,4,DR4_3_STRIPE82-0021_0013275,14.044466044774763,-1.116845932301118,STRIPE82-0021,6343.1714,2771.9868,31.22899,0.00196212,0.0015970535,1.228596,0.18606275,10.0795,30.97112,14.50821,0.89243793,15.395782,0.0073597217,14.067088,0.004636068,13.742113,0.005128253,17.552135,0.084170476,16.996164,5.7323294,16.4243,1.1404845,16.380997,0.44761437,16.012936,0.041322462,15.056741,0.015800878,14.382895,0.0054610227,13.83346,0.008436504,0.2828433058601384
MorphoSPLUS_17,MorphoSPLUS_17_GalfitM_output.csv,1.179,DR4_3_STRIPE82-0021_0017008,6325_3575_STRIPE82-0021,274.7613,0.0086,432.1936,0.0096,9.6662,0.4736,16.6387,0.0311,6.3241,0.1770,0.6825,0.0072,-20.0138,0.8251,274.7613,0.0086,432.1936,0.0096,10.4212,1.3609,18.7405,0.1217,6.5336,0.5112,0.6826,0.0183,-27.0969,2.5164,274.7613,0.0086,432.1936,0.0096,10.3697,1.294,18.6725,0.1643,6.5193,0.4859,0.6826,0.0174,-26.6129,2.3875,274.7613,0.0086,432.1936,0.0096,10.3229,1.2337,18.6002,0.1264,6.5063,0.4631,0.6826,0.0166,-26.1745,2.2712,274.7613,0.0086,432.1936,0.0096,10.2628,1.1566,17.9832,0.0813,6.4897,0.4339,0.6826,0.0157,-25.6108,2.1226,274.7613,0.0086,432.1936,0.0096,10.0076,0.838,17.0496,0.0508,6.4189,0.3134,0.6826,0.0117,-23.2166,1.5094,274.7613,0.0086,432.1936,0.0096,9.5582,0.4023,16.5576,0.028,6.2941,0.1514,0.6825,0.0064,-19.0003,0.7104,274.7613,0.0086,432.1936,0.0096,8.9521,0.7761,16.099,0.0432,6.1260,0.2990,0.6824,0.0103,-13.3151,1.5659,274.7613,0.0086,432.1936,0.0096,10.1235,0.9805,17.3876,0.0526,6.4510,0.3673,0.6826,0.0135,-24.3041,1.7834,274.7613,0.0086,432.1936,0.0096,9.2316,0.4821,16.2761,0.0283,6.2035,0.1865,0.6824,0.0069,-15.9371,0.9669,274.7613,0.0086,432.1936,0.0096,8.8854,0.8562,16.0154,0.0467,6.1075,0.3295,0.6824,0.0112,-12.6887,1.7238,274.7613,0.0086,432.1936,0.0096,10.4923,1.4534,19.1545,0.1149,6.5533,0.5462,0.6826,0.0194,-27.7631,2.6948,525301,14.047273474,-0.970199337,0.0462011,0,0,4,DR4_3_STRIPE82-0021_0017008,14.047260864377137,-0.9701417421205856,STRIPE82-0021,6324.9067,3732.2705,-57.25881,6.162689E-4,5.0494855E-4,1.2204543,0.18063301,3.8261771,8.222368,17.271202,0.01643175,18.005152,0.02612673,16.856567,0.015785247,16.60199,0.022594232,20.021353,0.2712964,19.675386,0.328341,19.02783,0.2845932,19.400227,0.32313818,18.53774,0.1362614,17.720291,0.05903879,17.155863,0.018708443,16.649462,0.03308969,0.2122512843952528
