source_folder,source_file,CHI2NU,ID_1,Field_ID,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,ID_gal,ra_2,dec_2,z,Norder_,Dir_,Npix_,ID_2,RA_2a,DEC_2a,Field,X,Y,THETA,A,B,ELONGATION,ELLIPTICITY,FLUX_RADIUS_50,FLUX_RADIUS_90,r_auto,e_r_auto,g_auto,e_g_auto,i_auto,e_i_auto,z_auto,e_z_auto,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,J0515_auto,e_J0515_auto,J0660_auto,e_J0660_auto,J0861_auto,e_J0861_auto,_dist_arcsec
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.269,DR4_3_STRIPE82-0022_0002833,5225_1375_STRIPE82-0022,515.1757,0.0138,476.8548,0.0144,11.4586,0.1801,16.0486,0.0138,2.0823,0.0335,0.3527,0.0022,-44.1994,0.2079,515.1757,0.0138,476.8548,0.0144,12.0518,0.406,17.5381,0.0705,1.0297,0.0687,0.3549,0.0067,-45.2339,0.613,515.1757,0.0138,476.8548,0.0144,12.0113,0.386,17.3554,0.0789,1.1017,0.0652,0.3548,0.0063,-45.1632,0.5818,515.1757,0.0138,476.8548,0.0144,11.9746,0.368,17.1943,0.0640,1.1668,0.0620,0.3546,0.006,-45.0992,0.5536,515.1757,0.0138,476.8548,0.0144,11.9273,0.3454,16.9118,0.0461,1.2506,0.0581,0.3545,0.0056,-45.0169,0.5177,515.1757,0.0138,476.8548,0.0144,11.7268,0.2564,16.5258,0.0285,1.6064,0.0432,0.3537,0.004,-44.6672,0.3698,515.1757,0.0138,476.8548,0.0144,11.3737,0.1762,15.9884,0.0133,2.2329,0.0344,0.3524,0.0019,-44.0514,0.1821,515.1757,0.0138,476.8548,0.0144,10.8975,0.3234,15.5402,0.0209,3.0778,0.0651,0.3506,0.0043,-43.221,0.3885,515.1757,0.0138,476.8548,0.0144,11.8179,0.295,16.696,0.0242,1.4448,0.0495,0.354,0.0047,-44.826,0.4358,515.1757,0.0138,476.8548,0.0144,11.1171,0.2313,15.642,0.015,2.6881,0.0476,0.3514,0.0027,-43.6039,0.2447,515.1757,0.0138,476.8548,0.0144,10.8451,0.3481,15.4878,0.0216,3.1708,0.0696,0.3504,0.0048,-43.1295,0.4266,515.1757,0.0138,476.8548,0.0144,12.1076,0.4340,17.8816,0.0667,0.9307,0.0736,0.3551,0.0071,-45.3312,0.6563,427636,14.17864256,0.100530018,0.0706688,0,0,4,DR4_3_STRIPE82-0022_0002833,14.178642198181636,0.1005469838574415,STRIPE82-0022,5465.062,1576.6643,-39.77631,0.0011384768,6.751787E-4,1.6861708,0.40694028,6.945083,14.11316,16.257803,0.017498882,16.891315,0.03097988,15.854726,0.015287258,15.675472,0.022839485,18.101284,0.12076313,17.709593,0.12797,17.639568,0.1663929,17.252956,0.11269927,16.898172,0.07438044,16.489328,0.043530043,16.138172,0.016972538,15.750753,0.027135491,0.0610909743893222
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.157,DR4_3_STRIPE82-0022_0002993,5225_1925_STRIPE82-0022,506.5455,0.0293,45.6401,0.0206,11.626,0.2294,16.287,0.0184,1.6710,0.0315,0.5997,0.0047,66.0158,0.6475,506.5455,0.0293,45.6401,0.0206,8.0675,0.4531,18.4038,0.1225,0.7105,0.0663,0.5906,0.0152,67.3596,1.8881,506.5455,0.0293,45.6401,0.0206,8.3106,0.4289,18.5094,0.1764,0.7761,0.0631,0.5912,0.0144,67.2678,1.794,506.5455,0.0293,45.6401,0.0206,8.5309,0.4075,18.1235,0.1235,0.8356,0.0603,0.5918,0.0137,67.1846,1.7092,506.5455,0.0293,45.6401,0.0206,8.8141,0.3807,17.6050,0.0765,0.9120,0.0567,0.5925,0.0128,67.0776,1.6008,506.5455,0.0293,45.6401,0.0206,10.0169,0.2816,16.9415,0.0412,1.2367,0.0427,0.5956,0.009,66.6234,1.1534,506.5455,0.0293,45.6401,0.0206,12.1352,0.2424,16.1574,0.0182,1.8085,0.0311,0.601,0.004,65.8235,0.5539,506.5455,0.0293,45.6401,0.0206,14.9915,0.472,15.5259,0.0258,2.5795,0.0549,0.6083,0.0094,64.745,1.115,506.5455,0.0293,45.6401,0.0206,9.4706,0.3229,17.2635,0.0362,1.0892,0.0487,0.5942,0.0107,66.8297,1.3533,506.5455,0.0293,45.6401,0.0206,13.6742,0.3461,15.7356,0.0202,2.2239,0.0402,0.6049,0.0056,65.2424,0.6935,506.5455,0.0293,45.6401,0.0206,15.3061,0.5043,15.3901,0.0252,2.6644,0.0589,0.6091,0.0103,64.6262,1.2285,506.5455,0.0293,45.6401,0.0206,7.7328,0.4870,19.0295,0.1399,0.6201,0.0708,0.5897,0.0162,67.4859,2.0182,427637,14.179970916,0.118610267,0.0712965,0,0,4,DR4_3_STRIPE82-0022_0002993,14.180002789284174,0.1187828055937441,STRIPE82-0022,5456.156,1696.0388,26.037867,0.001132391,7.6143624E-4,1.4871294,0.32756358,7.821944,16.467306,16.483128,0.027246855,17.311235,0.05776696,16.080933,0.023822438,15.81723,0.033123862,18.855957,0.3080841,17.977867,0.20872116,18.98863,0.7316942,17.487438,0.17750806,17.639168,0.18449424,16.821596,0.074851945,16.373405,0.026619663,15.91704,0.040133,0.6316483737564301
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.173,DR4_3_STRIPE82-0022_0002491,5775_1375_STRIPE82-0022,100.8879,0.0309,101.2634,0.0256,3.8576,0.1053,17.6099,0.0318,1.7977,0.0811,0.6751,0.0136,81.5447,1.9682,100.8879,0.0309,101.2634,0.0256,3.6314,0.2924,19.4789,0.2047,1.7415,0.2312,0.6488,0.0393,81.2877,5.8319,100.8879,0.0309,101.2634,0.0256,3.6468,0.2781,19.9102,0.3753,1.7453,0.2200,0.6506,0.0374,81.3053,5.54,100.8879,0.0309,101.2634,0.0256,3.6608,0.2652,19.7211,0.2943,1.7488,0.2098,0.6523,0.0356,81.3212,5.2767,100.8879,0.0309,101.2634,0.0256,3.6788,0.2486,18.9047,0.1325,1.7533,0.1969,0.6544,0.0334,81.3416,4.9402,100.8879,0.0309,101.2634,0.0256,3.7553,0.1808,18.1772,0.0676,1.7723,0.1434,0.6632,0.0242,81.4285,3.5491,100.8879,0.0309,101.2634,0.0256,3.8899,0.0917,17.5957,0.0292,1.8058,0.0681,0.6789,0.0114,81.5815,1.6734,100.8879,0.0309,101.2634,0.0256,4.0715,0.1743,17.1327,0.0433,1.8509,0.1258,0.7000,0.0219,81.7878,3.4365,100.8879,0.0309,101.2634,0.0256,3.7206,0.211,18.4038,0.0604,1.7637,0.1674,0.6592,0.0283,81.389,4.1713,100.8879,0.0309,101.2634,0.0256,3.9878,0.1116,17.2036,0.0287,1.8301,0.0775,0.6903,0.0135,81.6927,2.1176,100.8879,0.0309,101.2634,0.0256,4.0915,0.1915,17.075,0.0444,1.8559,0.1391,0.7023,0.0242,81.8105,3.7897,100.8879,0.0309,101.2634,0.0256,3.6101,0.3123,20.0695,0.2359,1.7362,0.2466,0.6464,0.042,81.2635,6.2357,427626,14.160822456,0.108689535,0.0716692,0,0,4,DR4_3_STRIPE82-0022_0002491,14.160748678320308,0.1087515489059686,STRIPE82-0022,5582.1895,1630.3728,13.504347,6.237062E-4,5.400238E-4,1.1549069,0.13412935,4.361613,8.80323,17.539606,0.046015684,18.698246,0.13275205,17.169191,0.041444823,17.235851,0.0779384,20.50401,0.90186733,19.805632,0.7184202,99.0,99.0,19.874577,1.0261563,20.127522,1.1693876,18.52394,0.22964337,17.543688,0.050507147,17.187492,0.08241354,0.346963266622435
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.16,DR4_3_STRIPE82-0022_0003041,5775_1925_STRIPE82-0022,66.7439,0.0041,34.4809,0.0041,8.3641,0.3004,15.3617,0.0161,7.5974,0.1726,0.6335,0.004,-47.5785,0.5212,66.7439,0.0041,34.4809,0.0041,4.3741,0.5679,18.2675,0.0947,5.5517,0.3357,0.6237,0.0106,-48.9269,1.3816,66.7439,0.0041,34.4809,0.0041,4.6467,0.54,17.9664,0.0904,5.6915,0.3222,0.6244,0.0101,-48.8347,1.3182,66.7439,0.0041,34.4809,0.0041,4.8937,0.5152,18.0435,0.0883,5.8181,0.3102,0.625,0.0096,-48.7513,1.261,66.7439,0.0041,34.4809,0.0041,5.2112,0.4842,17.2680,0.0555,5.9809,0.2950,0.6258,0.0091,-48.644,1.1879,66.7439,0.0041,34.4809,0.0041,6.5599,0.3695,16.1902,0.0286,6.6724,0.2344,0.6291,0.0068,-48.1882,0.884,66.7439,0.0041,34.4809,0.0041,8.935,0.3096,15.2926,0.0152,7.8901,0.1615,0.6349,0.0033,-47.3856,0.4354,66.7439,0.0041,34.4809,0.0041,12.1376,0.5543,14.5904,0.0187,9.5321,0.2077,0.6428,0.0050,-46.3033,0.6601,66.7439,0.0041,34.4809,0.0041,5.9473,0.4175,16.5156,0.0341,6.3583,0.2610,0.6276,0.0078,-48.3952,1.0203,66.7439,0.0041,34.4809,0.0041,10.6606,0.4144,14.8266,0.0166,8.7748,0.1652,0.6391,0.0032,-46.8025,0.4162,66.7439,0.0041,34.4809,0.0041,12.4904,0.5910,14.5119,0.0192,9.7130,0.2213,0.6436,0.0056,-46.1841,0.7322,66.7439,0.0041,34.4809,0.0041,3.9988,0.6073,18.8060,0.1056,5.3593,0.3544,0.6228,0.0112,-49.0537,1.4692,427628,14.163123775,0.116975771,0.0710283,0,0,4,DR4_3_STRIPE82-0022_0003041,14.163089674228257,0.116981223241364,STRIPE82-0022,5566.865,1684.2454,-54.011093,9.3400234E-4,6.397864E-4,1.4598863,0.31501514,4.5353856,12.747022,15.790251,0.0092525855,16.784922,0.022505343,15.323182,0.007646521,15.038073,0.010255673,18.885115,0.19782375,18.444736,0.1999025,19.00395,0.46331063,18.302074,0.23497598,17.344465,0.08825662,16.357925,0.030979209,15.695167,0.009248541,15.100385,0.012155727,0.1243217519242662
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.16,DR4_3_STRIPE82-0022_0003476,5775_1925_STRIPE82-0022,46.6657,0.0153,193.3426,0.0167,4.6876,0.1058,16.8974,0.0221,2.0935,0.0607,0.8614,0.011,-27.059,3.4732,46.6657,0.0153,193.3426,0.0167,4.6611,0.2927,18.6245,0.1182,2.1474,0.1653,0.872,0.028,-22.1377,9.0969,46.6657,0.0153,193.3426,0.0167,4.6629,0.2787,18.7788,0.1683,2.1437,0.1575,0.8713,0.0267,-22.4739,8.6818,46.6657,0.0153,193.3426,0.0167,4.6645,0.2661,18.4158,0.1176,2.1404,0.1505,0.8706,0.0256,-22.7785,8.3073,46.6657,0.0153,193.3426,0.0167,4.6667,0.25,18.1930,0.0875,2.1361,0.1416,0.8698,0.0241,-23.1702,7.8283,46.6657,0.0153,193.3426,0.0167,4.6756,0.1833,17.4475,0.0451,2.1179,0.1046,0.8662,0.0181,-24.8337,5.84,46.6657,0.0153,193.3426,0.0167,4.6914,0.0894,16.8585,0.0199,2.0858,0.0508,0.8599,0.0094,-27.7632,2.9153,46.6657,0.0153,193.3426,0.0167,4.7127,0.1567,16.367,0.0273,2.0426,0.0829,0.8514,0.0137,-31.7133,4.3484,46.6657,0.0153,193.3426,0.0167,4.6716,0.2131,17.7229,0.0416,2.1262,0.1212,0.8678,0.0208,-24.0781,6.7317,46.6657,0.0153,193.3426,0.0167,4.7029,0.0981,16.5063,0.0185,2.0625,0.0517,0.8553,0.009,-29.8915,2.7741,46.6657,0.0153,193.3426,0.0167,4.7151,0.1731,16.2793,0.0282,2.0378,0.0919,0.8505,0.0151,-32.1485,4.8178,46.6657,0.0153,193.3426,0.0167,4.6586,0.3120,19.1984,0.1351,2.1525,0.1760,0.873,0.0297,-21.6748,9.6707,427635,14.166204248,0.141251939,0.0712826,0,0,4,DR4_3_STRIPE82-0022_0003476,14.166150916389476,0.1412757122300354,STRIPE82-0022,5546.827,1843.2797,-83.044365,6.882505E-4,5.6448084E-4,1.2193187,0.17986989,4.783192,11.36372,17.028515,0.02414981,17.790081,0.048113953,16.605246,0.020706479,16.390991,0.030052543,19.222479,0.23182663,18.53592,0.18661408,18.968672,0.38288185,18.79081,0.3152419,18.447111,0.20772612,17.360783,0.065970294,16.933805,0.024030033,16.446096,0.035069115,0.2102045474313428
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,17.725,DR4_3_STRIPE82-0027_0041768,7975_8525_STRIPE82-0027,457.7715,0.0124,228.0631,0.0111,273.3959,33.494,13.3192,0.069,*10.7202*,*0.3181*,0.7711,0.0074,61.8375,1.1464,457.7715,0.0124,228.0631,0.0111,144.9471,48.593,15.8545,0.2661,8.4668,0.4943,0.7382,0.0204,61.3305,3.2776,457.7715,0.0124,228.0631,0.0111,153.7238,46.1696,15.5928,0.2617,8.6207,0.4766,0.7404,0.0194,61.3651,3.1041,457.7715,0.0124,228.0631,0.0111,161.6744,44.0676,15.4950,0.2018,8.7602,0.4609,0.7425,0.0184,61.3965,2.948,457.7715,0.0124,228.0631,0.0111,171.8966,41.5177,14.8906,0.1722,8.9396,0.4415,0.7451,0.0172,61.4369,2.7492,457.7715,0.0124,228.0631,0.0111,215.3152,33.4397,13.9198,0.0924,9.7013,0.3700,0.7562,0.0124,61.6083,1.9428,457.7715,0.0124,228.0631,0.0111,291.7752,36.2898,13.1896,0.0693,*11.0426*,*0.3161*,0.7758,0.0067,61.9101,1.0751,457.7715,0.0124,228.0631,0.0111,394.875,64.3422,12.6229,0.0784,*12.8513*,*0.4263*,0.8023,0.0137,62.3171,2.4068,457.7715,0.0124,228.0631,0.0111,195.5935,36.452,14.3151,0.1112,9.3553,0.3999,0.7512,0.0146,61.5304,2.2993,457.7715,0.0124,228.0631,0.0111,347.3262,49.7337,12.8551,0.074,*12.0172*,*0.3538*,0.7901,0.0089,62.1294,1.5776,457.7715,0.0124,228.0631,0.0111,406.2330,68.0466,12.5594,0.0787,*13.0506*,*0.4472*,0.8052,0.0149,62.3619,2.6224,457.7715,0.0124,228.0631,0.0111,132.8663,52.0784,16.3100,0.2856,8.2548,0.5195,0.7351,0.0218,61.2828,3.5183,426786,18.019265012,-0.245134927,0.044198,0,0,4,DR4_3_STRIPE82-0027_0041768,18.019238288265008,-0.2450834103954477,STRIPE82-0027,8157.786,8478.158,32.360172,0.0032200005,0.0019310524,1.6674061,0.40026605,20.980387,63.5059,14.527872,0.005078305,15.377533,0.008059182,14.159438,0.0053866864,13.836254,0.008568067,16.608341,0.043273944,16.49398,0.08008145,16.305573,0.10315551,16.533318,0.0830362,15.691082,0.050041616,15.057254,0.017829366,14.436009,0.005156081,13.918455,0.011821145,0.2089273728166812
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,17.725,DR4_3_STRIPE82-0027_0032222,7975_8525_STRIPE82-0027,510.0083,0.0166,106.1251,0.0181,8.9761,0.2494,15.5838,0.0259,3.3057,0.0698,0.8332,0.0093,-11.8032,1.9457,510.0083,0.0166,106.1251,0.0181,9.966,0.7892,17.6396,0.1867,3.3884,0.2209,0.8422,0.0266,-9.9074,6.0232,510.0083,0.0166,106.1251,0.0181,9.8983,0.748,17.5002,0.2382,3.3828,0.2092,0.8416,0.0253,-10.0369,5.7074,510.0083,0.0166,106.1251,0.0181,9.837,0.7108,17.3897,0.1365,3.3777,0.1986,0.841,0.024,-10.1543,5.4228,510.0083,0.0166,106.1251,0.0181,9.7583,0.6633,16.8119,0.1172,3.3711,0.1851,0.8403,0.0225,-10.3051,5.0593,510.0083,0.0166,106.1251,0.0181,9.4237,0.4672,16.0664,0.0477,3.3431,0.1295,0.8372,0.0161,-10.946,3.5642,510.0083,0.0166,106.1251,0.0181,8.8344,0.2152,15.4904,0.0237,3.2939,0.0620,0.8319,0.0083,-12.0744,1.7174,510.0083,0.0166,106.1251,0.0181,8.0399,0.506,15.0638,0.0436,3.2275,0.1498,0.8246,0.0176,-13.5961,3.9944,510.0083,0.0166,106.1251,0.0181,9.5757,0.5548,16.3528,0.0433,3.3558,0.1543,0.8386,0.0189,-10.6549,4.2308,510.0083,0.0166,106.1251,0.0181,8.4063,0.3103,15.2365,0.0265,3.2581,0.0934,0.828,0.0113,-12.8943,2.4949,510.0083,0.0166,106.1251,0.0181,7.9524,0.5569,15.0132,0.0455,3.2202,0.1644,0.8238,0.0193,-13.7638,4.3846,510.0083,0.0166,106.1251,0.0181,10.0591,0.8462,18.1203,0.1474,3.3962,0.2372,0.843,0.0285,-9.7291,6.4602,426790,18.011291876,-0.26376106,0.0432574,0,0,4,DR4_3_STRIPE82-0027_0032222,18.01122533361813,-0.2637103611043638,STRIPE82-0027,8210.228,8356.225,73.19151,0.0012371499,0.0010009952,1.2358769,0.19085795,6.935814,18.69604,15.76182,0.005981574,16.576103,0.009122804,15.34565,0.0060090604,15.121205,0.01031018,18.547897,1.3180491,17.615929,0.08226033,17.66915,0.1319327,17.699648,0.08880316,17.075438,0.06568754,16.301723,0.020760698,15.675937,0.006112187,15.176482,0.013920664,0.3011582961042587
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.22,DR4_3_STRIPE82-0027_0036083,7975_9075_STRIPE82-0027,438.8376,0.0021,227.6062,0.0021,11.0663,0.1591,15.2065,0.0074,8.1412,0.0642,0.4124,0.0012,-47.5117,0.0858,438.8376,0.0021,227.6062,0.0021,10.9201,0.4686,17.5258,0.039,7.4912,0.1896,0.4286,0.0039,-48.7846,0.2696,438.8376,0.0021,227.6062,0.0021,10.93,0.444,17.4938,0.0516,7.5356,0.1797,0.4275,0.0037,-48.6976,0.2555,438.8376,0.0021,227.6062,0.0021,10.9391,0.4219,17.2868,0.0291,7.5758,0.1707,0.4265,0.0035,-48.6189,0.2428,438.8376,0.0021,227.6062,0.0021,10.9507,0.3936,16.5991,0.0252,7.6276,0.1593,0.4252,0.0033,-48.5176,0.2265,438.8376,0.0021,227.6062,0.0021,11.0002,0.2784,15.7407,0.0128,7.8473,0.1127,0.4197,0.0023,-48.0873,0.1593,438.8376,0.0021,227.6062,0.0021,11.0872,0.145,15.1319,0.0068,8.2343,0.0584,0.41,0.0011,-47.3296,0.0749,438.8376,0.0021,227.6062,0.0021,11.2046,0.3258,14.5968,0.0122,8.7560,0.1316,0.3970,0.0026,-46.3079,0.1764,438.8376,0.0021,227.6062,0.0021,10.9777,0.3296,16.0732,0.014,7.7475,0.1334,0.4222,0.0027,-48.2827,0.1893,438.8376,0.0021,227.6062,0.0021,11.1505,0.2094,14.8094,0.0082,8.5154,0.0845,0.403,0.0016,-46.7791,0.1091,438.8376,0.0021,227.6062,0.0021,11.2176,0.3561,14.5184,0.013,8.8135,0.1438,0.3956,0.0028,-46.1953,0.1939,438.8376,0.0021,227.6062,0.0021,10.9063,0.5026,18.0150,0.0330,7.4300,0.2034,0.4301,0.0042,-48.9043,0.2892,525778,18.022171308,-0.161168953,0.04595,0,0,4,DR4_3_STRIPE82-0027_0036083,18.022129081802333,-0.1611199791332699,STRIPE82-0027,8138.91,9027.793,-31.476225,0.0011251442,6.601675E-4,1.7044089,0.41328633,4.658699,14.116961,15.583277,0.0039812787,16.437757,0.0061714714,15.179975,0.0039784806,14.889587,0.0062807384,18.190117,0.049992666,17.938421,0.081267,17.594524,0.09080075,17.590199,0.05913986,16.926113,0.042421557,16.084408,0.012806285,15.487376,0.0040220288,14.968169,0.008685357,0.2327916356848963
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.213,DR4_3_STRIPE82-0027_0038675,7975_9625_STRIPE82-0027,84.5374,0.0032,203.9306,0.0027,21.3035,0.3264,14.841,0.0083,6.3904,0.0451,0.635,0.0016,-73.7488,0.1682,84.5374,0.0032,203.9306,0.0027,18.0169,0.8499,17.3775,0.054,5.2856,0.1197,0.6225,0.005,-74.5458,0.5124,84.5374,0.0032,203.9306,0.0027,18.2415,0.8049,17.3154,0.0706,5.3611,0.1135,0.6234,0.0047,-74.4914,0.4855,84.5374,0.0032,203.9306,0.0027,18.4449,0.7646,17.0438,0.0380,5.4295,0.1080,0.6241,0.0045,-74.442,0.4613,84.5374,0.0032,203.9306,0.0027,18.7065,0.7134,16.3280,0.0313,5.5174,0.1010,0.6251,0.0042,-74.3786,0.4303,84.5374,0.0032,203.9306,0.0027,19.8174,0.5092,15.4203,0.0149,5.8909,0.0726,0.6293,0.003,-74.1092,0.3033,84.5374,0.0032,203.9306,0.0027,21.7738,0.3185,14.7324,0.0079,6.5485,0.0426,0.6367,0.0015,-73.6347,0.1505,84.5374,0.0032,203.9306,0.0027,24.4118,0.6767,14.1422,0.0134,7.4352,0.0878,0.6467,0.0033,-72.995,0.3469,84.5374,0.0032,203.9306,0.0027,19.3128,0.5986,15.7785,0.0168,5.7213,0.0851,0.6274,0.0035,-74.2316,0.3599,84.5374,0.0032,203.9306,0.0027,23.1951,0.4608,14.3907,0.0099,7.0263,0.0590,0.6421,0.0021,-73.29,0.219,84.5374,0.0032,203.9306,0.0027,24.7024,0.7330,14.0627,0.014,7.5329,0.0953,0.6478,0.0037,-72.9245,0.3801,84.5374,0.0032,203.9306,0.0027,17.7078,0.9124,17.9458,0.0475,5.1817,0.1283,0.6214,0.0054,-74.6208,0.5497,525779,18.076305806,-0.080745895,0.0438092,0,0,4,DR4_3_STRIPE82-0027_0038675,18.07623335914596,-0.0807107304715203,STRIPE82-0027,7784.7827,9554.178,-25.10726,0.0014417592,8.763743E-4,1.6451737,0.39216143,7.754387,18.781427,15.342312,0.004034044,16.22471,0.0064333957,14.929066,0.004001848,14.646206,0.006409654,18.299091,0.0704658,17.591715,0.07531707,17.167618,0.07860814,17.163204,0.051943704,16.899633,0.05349219,15.828898,0.01300877,15.246286,0.0040742145,14.681635,0.008493099,0.289907986698451
MorphoSPLUS_32-70,MorphoSPLUS_32-70_GalfitM_output.csv,1.213,DR4_3_STRIPE82-0027_0045207,7975_9625_STRIPE82-0027,493.195,0.0023,289.4924,0.0025,18.9121,0.0995,14.3704,0.0036,3.6299,0.0118,0.6007,0.0008,-42.2284,0.0857,493.195,0.0023,289.4924,0.0025,16.1439,0.2299,16.8745,0.0339,2.9293,0.0278,0.6116,0.0026,-42.9645,0.2362,493.195,0.0023,289.4924,0.0025,16.3331,0.2184,16.8479,0.0477,2.9772,0.0265,0.6108,0.0024,-42.9142,0.2244,493.195,0.0023,289.4924,0.0025,16.5044,0.2082,16.4749,0.0222,3.0206,0.0253,0.6102,0.0023,-42.8686,0.2139,493.195,0.0023,289.4924,0.0025,16.7247,0.1952,15.8868,0.0190,3.0763,0.0237,0.6093,0.0021,-42.81,0.2004,493.195,0.0023,289.4924,0.0025,17.6604,0.1441,14.9590,0.0072,3.3131,0.0176,0.6056,0.0015,-42.5612,0.1453,493.195,0.0023,289.4924,0.0025,19.3082,0.0971,14.2671,0.0035,3.7302,0.0112,0.5992,0.0007,-42.123,0.0761,493.195,0.0023,289.4924,0.0025,21.53,0.1816,13.6659,0.0062,4.2925,0.0200,0.5904,0.0018,-41.5322,0.1484,493.195,0.0023,289.4924,0.0025,17.2354,0.1663,15.3016,0.0072,3.2056,0.0203,0.6073,0.0018,-42.6742,0.1698,493.195,0.0023,289.4924,0.0025,20.5053,0.1287,13.9292,0.0044,4.0332,0.0141,0.5945,0.0011,-41.8047,0.0963,493.195,0.0023,289.4924,0.0025,21.7748,0.1957,13.6089,0.0063,4.3545,0.0217,0.5895,0.0019,-41.4671,0.1624,493.195,0.0023,289.4924,0.0025,15.8836,0.2459,17.4412,0.0283,2.8634,0.0297,0.6126,0.0027,-43.0337,0.2524,525780,18.01388046,-0.067667736,0.044198,0,0,4,DR4_3_STRIPE82-0027_0045207,18.013823446238362,-0.0676492312769067,STRIPE82-0027,8193.333,9639.68,-52.93122,0.0017803931,0.0012713922,1.400482,0.28596014,9.944784,24.98885,14.682169,0.003028094,15.538727,0.004754775,14.273193,0.003008396,14.021838,0.004884387,17.793844,0.059820022,17.306185,0.078386284,17.685019,0.17234349,17.090128,0.06744465,16.19564,0.03892621,15.236906,0.010469188,14.58261,0.003041778,14.071769,0.0065657166,0.2157895752990916
